Time_Index,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_natural_gas_fired_combustion_turbine_2,NENGREST_natural_gas_steam_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_natural_gas_fired_combustion_turbine_1,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_CT_naturalgas_ccccsavgcf_mid_0,NENG_CT_naturalgas_ccavgcf_mid_0,NENG_CT_naturalgas_ctavgcf_mid_0,NENG_CT_battery_mid_0,NENG_CT_naturalgas_ccs100_mid_0,NENG_CT_landbasedwind_ltrg1_mid_110_1,NENG_CT_utilitypv_losangeles_mid_80_0_2_1,NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_ME_naturalgas_ccccsavgcf_mid_0,NENG_ME_naturalgas_ccavgcf_mid_0,NENG_ME_naturalgas_ctavgcf_mid_0,NENG_ME_battery_mid_0,NENG_ME_naturalgas_ccs100_mid_0,NENG_ME_landbasedwind_ltrg1_mid_110_1,NENG_ME_utilitypv_losangeles_mid_100_0_2_1,NENGREST_heat_load_shifting_1,NENG_CT_heat_load_shifting_1,NENG_ME_heat_load_shifting_1,NENGREST_Fusion
234,1.0,0.3886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3149,0.3886,0.0,1.0,0.3167,1.0,1.0,1.0,1.0,1.0,1.0,0.1815,0.3167,0.0,1.0,0.6607,1.0,1.0,1.0,0.3004,0.6607,0.0,1.0,1.0,1.0,1.0,1.0,0.426643223,0.0,0.928340018,1.0,1.0,1.0,1.0,1.0,0.225260541,0.0,0.999099612,1.0,1.0,1.0,1.0,1.0,0.471244842,0.0,0.668861769,0.668923207,0.668882979,1.0
235,1.0,0.3884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3414,0.3884,0.0,1.0,0.3166,1.0,1.0,1.0,1.0,1.0,1.0,0.1595,0.3166,0.0,1.0,0.6605,1.0,1.0,1.0,0.3144,0.6605,0.0,1.0,1.0,1.0,1.0,1.0,0.368312597,0.0,0.959610164,1.0,1.0,1.0,1.0,1.0,0.244742572,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.457496494,0.0,0.669465926,0.669557859,0.669769504,1.0
236,1.0,0.3883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2419,0.3883,0.0,1.0,0.3165,1.0,1.0,1.0,1.0,1.0,1.0,0.1428,0.3165,0.0,1.0,0.6603,1.0,1.0,1.0,0.3457,0.6603,0.0,1.0,1.0,1.0,1.0,1.0,0.233646572,0.0,0.994261146,1.0,1.0,1.0,1.0,1.0,0.196254939,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.486181587,0.0,0.653576607,0.653691559,0.653812057,1.0
237,1.0,0.3881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1498,0.3881,0.0,1.0,0.3164,1.0,1.0,1.0,1.0,1.0,1.0,0.1519,0.3164,0.0,1.0,0.6601,1.0,1.0,1.0,0.4419,0.6601,0.0,1.0,1.0,1.0,1.0,1.0,0.174997136,0.0,0.985978961,1.0,1.0,1.0,1.0,1.0,0.17046386,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.631752074,0.0,0.627658289,0.627670827,0.627659574,1.0
238,1.0,0.388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2856,0.388,0.0,1.0,0.3163,1.0,1.0,1.0,1.0,1.0,1.0,0.2419,0.3163,0.0,1.0,0.66,1.0,1.0,1.0,0.3133,0.66,0.0,1.0,1.0,1.0,1.0,1.0,0.394229263,0.0,0.99136734,1.0,1.0,1.0,1.0,1.0,0.286830157,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.574119985,0.0,0.584763171,0.584726042,0.584663121,1.0
239,1.0,0.3878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4486,0.3878,0.0,1.0,0.3162,1.0,1.0,1.0,1.0,1.0,1.0,0.3086,0.3162,0.0,1.0,0.6598,1.0,1.0,1.0,0.1992,0.6598,0.0,1.0,1.0,1.0,1.0,1.0,0.462068379,0.0,0.628719449,1.0,1.0,1.0,1.0,1.0,0.333986431,0.0,0.995685935,1.0,1.0,1.0,1.0,1.0,0.437746197,0.0,0.53117448,0.531203723,0.531471631,1.0
240,1.0,0.3876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3611,0.3876,0.0,1.0,0.3161,1.0,1.0,1.0,1.0,1.0,1.0,0.4669,0.3161,0.0,1.0,0.6596,1.0,1.0,1.0,0.2688,0.6596,0.0,1.0,1.0,1.0,1.0,1.0,0.333746761,0.0,0.774292469,1.0,1.0,1.0,1.0,1.0,0.38871792,0.0,0.996052384,1.0,1.0,1.0,1.0,1.0,0.521710396,0.0,0.481029483,0.481066215,0.480939716,1.0
241,1.0,0.3875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4759,0.3875,0.0,1.0,0.316,1.0,1.0,1.0,1.0,1.0,1.0,0.4722,0.316,0.0,1.0,0.6594,1.0,1.0,1.0,0.2558,0.6594,0.0,1.0,1.0,1.0,1.0,1.0,0.489188701,0.0,0.84896034,1.0,1.0,1.0,1.0,1.0,0.402688414,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.426426917,0.0,0.448767521,0.448698963,0.449024823,1.0
242,1.0,0.3873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4474,0.3873,0.0,1.0,0.3159,1.0,1.0,1.0,1.0,1.0,1.0,0.273,0.3159,0.0,1.0,0.6593,1.0,1.0,1.0,0.1948,0.6593,0.0,1.0,1.0,1.0,1.0,1.0,0.417572975,0.0,0.999582231,1.0,1.0,1.0,1.0,1.0,0.28726536,0.0,0.833452106,1.0,1.0,1.0,1.0,1.0,0.330883145,0.0,0.432576124,0.432621113,0.432624113,1.0
243,1.0,0.3872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4146,0.3872,0.0,1.0,0.3158,1.0,1.0,1.0,1.0,1.0,1.0,0.3192,0.3158,0.0,1.0,0.6591,1.0,1.0,1.0,0.244,0.6591,0.0,1.0,1.0,1.0,1.0,1.0,0.345514774,0.0,0.999977231,1.0,1.0,1.0,1.0,1.0,0.312160701,0.0,0.944065988,1.0,1.0,1.0,1.0,1.0,0.39330411,0.0,0.42538666,0.42542839,0.425531915,1.0
244,1.0,0.387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4603,0.387,0.0,1.0,0.3156,1.0,1.0,1.0,1.0,1.0,1.0,0.4239,0.3156,0.0,1.0,0.6589,1.0,1.0,1.0,0.2604,0.6589,0.0,1.0,1.0,1.0,1.0,1.0,0.420190364,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.440265417,0.0,0.870837688,1.0,1.0,1.0,1.0,1.0,0.391834348,0.0,0.425749154,0.425851491,0.425975177,1.0
245,1.0,0.3869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4241,0.3869,0.0,1.0,0.3155,1.0,1.0,1.0,1.0,1.0,1.0,0.3815,0.3155,0.0,1.0,0.6587,1.0,1.0,1.0,0.3297,0.6587,0.0,1.0,1.0,1.0,1.0,1.0,0.415558308,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.414175659,0.0,0.395810753,1.0,1.0,1.0,1.0,1.0,0.498160928,0.0,0.439403093,0.439390734,0.43927305,1.0
246,1.0,0.3867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4894,0.3867,0.0,1.0,0.3154,1.0,1.0,1.0,1.0,1.0,1.0,0.3252,0.3154,0.0,1.0,0.6585,1.0,1.0,1.0,0.4811,0.6585,0.0,1.0,1.0,1.0,1.0,1.0,0.456650943,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.314807564,0.0,0.397059202,1.0,1.0,1.0,1.0,1.0,0.722540975,0.0,0.483748188,0.483816374,0.483599291,1.0
247,1.0,0.3866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4371,0.3866,0.0,1.0,0.3153,1.0,1.0,1.0,1.0,1.0,1.0,0.5992,0.3153,0.0,1.0,0.6584,1.0,1.0,1.0,0.4895,0.6584,0.0,1.0,1.0,1.0,1.0,1.0,0.493094742,0.0,0.583743513,1.0,1.0,1.0,1.0,1.0,0.520567358,0.0,0.14359346,1.0,1.0,1.0,1.0,1.0,0.735848248,0.0,0.567665539,0.567801989,0.567819149,1.0
248,1.0,0.3864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3153,0.3864,0.0,1.0,0.3152,1.0,1.0,1.0,1.0,1.0,1.0,0.4132,0.3152,0.0,1.0,0.6582,1.0,1.0,1.0,0.466,0.6582,0.0,1.0,1.0,1.0,1.0,1.0,0.300916314,0.0,0.531594515,1.0,1.0,1.0,1.0,1.0,0.364879787,0.0,0.20582357,1.0,1.0,1.0,1.0,1.0,0.66808939,0.0,0.614487675,0.614554686,0.614804965,1.0
249,1.0,0.3863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2686,0.3863,0.2189,1.0,0.3151,1.0,1.0,1.0,1.0,1.0,1.0,0.4574,0.3151,0.1756,1.0,0.658,1.0,1.0,1.0,0.4903,0.658,0.1407,1.0,1.0,1.0,1.0,1.0,0.340108603,0.358293593,0.938513279,1.0,1.0,1.0,1.0,1.0,0.394662738,0.316526949,0.319411546,1.0,1.0,1.0,1.0,1.0,0.732019544,0.391000897,0.618414693,0.618362598,0.618351064,1.0
250,1.0,0.3861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2575,0.3861,0.4091,1.0,0.315,1.0,1.0,1.0,1.0,1.0,1.0,0.3574,0.315,0.359,1.0,0.6578,1.0,1.0,1.0,0.4467,0.6578,0.3446,1.0,1.0,1.0,1.0,1.0,0.251977801,0.599058032,0.739635706,1.0,1.0,1.0,1.0,1.0,0.284827352,0.533650219,0.344575942,1.0,1.0,1.0,1.0,1.0,0.695160449,0.677797437,0.621858386,0.621747409,0.622340426,1.0
251,1.0,0.386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4374,0.386,0.5094,1.0,0.3149,1.0,1.0,1.0,1.0,1.0,1.0,0.5825,0.3149,0.4301,1.0,0.6577,1.0,1.0,1.0,0.5488,0.6577,0.4295,1.0,1.0,1.0,1.0,1.0,0.496520638,0.647871733,0.632276773,1.0,1.0,1.0,1.0,1.0,0.517772794,0.598422885,0.365909934,1.0,1.0,1.0,1.0,1.0,0.758457422,0.776703358,0.624697922,0.624709118,0.624556738,1.0
252,1.0,0.3858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3697,0.3858,0.5486,1.0,0.3148,1.0,1.0,1.0,1.0,1.0,1.0,0.3382,0.3148,0.4563,1.0,0.6575,1.0,1.0,1.0,0.5928,0.6575,0.4125,1.0,1.0,1.0,1.0,1.0,0.422879845,0.672670722,0.767869174,1.0,1.0,1.0,1.0,1.0,0.325244099,0.63447547,0.444308639,1.0,1.0,1.0,1.0,1.0,0.761558533,0.811625898,0.623066699,0.623016713,0.62322695,1.0
253,1.0,0.3857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3565,0.3857,0.5372,1.0,0.3147,1.0,1.0,1.0,1.0,1.0,1.0,0.4357,0.3147,0.3894,1.0,0.6573,1.0,1.0,1.0,0.6825,0.6573,0.4151,1.0,1.0,1.0,1.0,1.0,0.441731602,0.662819028,0.623599112,1.0,1.0,1.0,1.0,1.0,0.41004473,0.609050035,0.374702901,1.0,1.0,1.0,1.0,1.0,0.854872763,0.779817641,0.616843886,0.616670193,0.617021277,1.0
254,1.0,0.3855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3288,0.3855,0.4018,1.0,0.3145,1.0,1.0,1.0,1.0,1.0,1.0,0.4026,0.3145,0.4534,1.0,0.6571,1.0,1.0,1.0,0.498,0.6571,0.444,1.0,1.0,1.0,1.0,1.0,0.401867121,0.605373263,0.556857169,1.0,1.0,1.0,1.0,1.0,0.394465923,0.676954925,0.445392907,1.0,1.0,1.0,1.0,1.0,0.64416647,0.782181382,0.613521025,0.613496933,0.61391844,1.0
255,1.0,0.3854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3493,0.3854,0.4305,1.0,0.3144,1.0,1.0,1.0,1.0,1.0,1.0,0.4021,0.3144,0.5024,1.0,0.657,1.0,1.0,1.0,0.4806,0.657,0.4659,1.0,1.0,1.0,1.0,1.0,0.36109221,0.620410562,0.672560215,1.0,1.0,1.0,1.0,1.0,0.372465551,0.743851304,0.393600047,1.0,1.0,1.0,1.0,1.0,0.618431449,0.780852199,0.606452392,0.606515761,0.606826241,1.0
256,1.0,0.3852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2265,0.3852,0.3475,1.0,0.3143,1.0,1.0,1.0,1.0,1.0,1.0,0.2265,0.3143,0.3741,1.0,0.6568,1.0,1.0,1.0,0.4912,0.6568,0.3397,1.0,1.0,1.0,1.0,1.0,0.297763556,0.534464717,0.278141558,1.0,1.0,1.0,1.0,1.0,0.211190283,0.636800349,0.166827753,1.0,1.0,1.0,1.0,1.0,0.641328692,0.655101478,0.605485742,0.605669558,0.605496454,1.0
257,1.0,0.3851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1734,0.3851,0.1858,1.0,0.3142,1.0,1.0,1.0,1.0,1.0,1.0,0.1763,0.3142,0.207,1.0,0.6566,1.0,1.0,1.0,0.458,0.6566,0.1275,1.0,1.0,1.0,1.0,1.0,0.197994575,0.354209036,0.290519476,1.0,1.0,1.0,1.0,1.0,0.158811167,0.392985761,0.07054764,1.0,1.0,1.0,1.0,1.0,0.578898311,0.354823411,0.632733204,0.632748043,0.632978723,1.0
258,1.0,0.3849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1369,0.3849,0.0,1.0,0.3141,1.0,1.0,1.0,1.0,1.0,1.0,0.1353,0.3141,0.0,1.0,0.6564,1.0,1.0,1.0,0.4369,0.6564,0.0,1.0,1.0,1.0,1.0,1.0,0.148943529,0.0,0.156472445,1.0,1.0,1.0,1.0,1.0,0.132124409,0.0,0.031189268,1.0,1.0,1.0,1.0,1.0,0.616996288,0.0,0.692242629,0.692405331,0.692375887,1.0
259,1.0,0.3848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1799,0.3848,0.0,1.0,0.314,1.0,1.0,1.0,1.0,1.0,1.0,0.1251,0.314,0.0,1.0,0.6563,1.0,1.0,1.0,0.4754,0.6563,0.0,1.0,1.0,1.0,1.0,1.0,0.143909767,0.0,0.255329669,1.0,1.0,1.0,1.0,1.0,0.133462116,0.0,0.062945031,1.0,1.0,1.0,1.0,1.0,0.602789283,0.0,0.696290478,0.696424794,0.696365248,1.0
260,1.0,0.3846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1723,0.3846,0.0,1.0,0.3139,1.0,1.0,1.0,1.0,1.0,1.0,0.1825,0.3139,0.0,1.0,0.6561,1.0,1.0,1.0,0.4697,0.6561,0.0,1.0,1.0,1.0,1.0,1.0,0.183670819,0.0,0.164927736,1.0,1.0,1.0,1.0,1.0,0.197019786,0.0,0.099078536,1.0,1.0,1.0,1.0,1.0,0.66353476,0.0,0.68040116,0.680558494,0.680851064,1.0
261,1.0,0.3845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1187,0.3845,0.0,1.0,0.3138,1.0,1.0,1.0,1.0,1.0,1.0,0.0917,0.3138,0.0,1.0,0.6559,1.0,1.0,1.0,0.5191,0.6559,0.0,1.0,1.0,1.0,1.0,1.0,0.09163221,0.0,0.179845124,1.0,1.0,1.0,1.0,1.0,0.088107832,0.0,0.015037436,1.0,1.0,1.0,1.0,1.0,0.681188524,0.0,0.655509908,0.655595515,0.655585106,1.0
262,1.0,0.3843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1093,0.3843,0.0,1.0,0.3137,1.0,1.0,1.0,1.0,1.0,1.0,0.1364,0.3137,0.0,1.0,0.6557,1.0,1.0,1.0,0.4529,0.6557,0.0,1.0,1.0,1.0,1.0,1.0,0.174718991,0.0,0.031226497,1.0,1.0,1.0,1.0,1.0,0.138947293,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.620798707,0.0,0.61080232,0.610746774,0.610815603,1.0
263,1.0,0.3841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0535,0.3841,0.0,1.0,0.3136,1.0,1.0,1.0,1.0,1.0,1.0,0.0822,0.3136,0.0,1.0,0.6556,1.0,1.0,1.0,0.1777,0.6556,0.0,1.0,1.0,1.0,1.0,1.0,0.014788951,0.0,0.170183629,1.0,1.0,1.0,1.0,1.0,0.052167375,0.0,0.005672514,1.0,1.0,1.0,1.0,1.0,0.327306896,0.0,0.552924118,0.552781891,0.552748227,1.0
264,1.0,0.384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1034,0.384,0.0,1.0,0.3135,1.0,1.0,1.0,1.0,1.0,1.0,0.0748,0.3135,0.0,1.0,0.6554,1.0,1.0,1.0,0.4597,0.6554,0.0,1.0,1.0,1.0,1.0,1.0,0.147517458,0.0,0.062072858,1.0,1.0,1.0,1.0,1.0,0.061291531,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.683841348,0.0,0.501570807,0.50158663,0.50177305,1.0
265,1.0,0.3838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0915,0.3838,0.0,1.0,0.3133,1.0,1.0,1.0,1.0,1.0,1.0,0.0887,0.3133,0.0,1.0,0.6552,1.0,1.0,1.0,0.3328,0.6552,0.0,1.0,1.0,1.0,1.0,1.0,0.13724345,0.0,0.058244884,1.0,1.0,1.0,1.0,1.0,0.068499386,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.586221635,0.0,0.468100532,0.468161625,0.468085106,1.0
266,1.0,0.3837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1094,0.3837,0.0,1.0,0.3132,1.0,1.0,1.0,1.0,1.0,1.0,0.1224,0.3132,0.0,1.0,0.655,1.0,1.0,1.0,0.2999,0.655,0.0,1.0,1.0,1.0,1.0,1.0,0.193607986,0.0,0.087129362,1.0,1.0,1.0,1.0,1.0,0.102647305,0.0,0.039577752,1.0,1.0,1.0,1.0,1.0,0.553320289,0.0,0.450942484,0.45081447,0.451241135,1.0
267,1.0,0.3835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0911,0.3835,0.0,1.0,0.3131,1.0,1.0,1.0,1.0,1.0,1.0,0.0299,0.3131,0.0,1.0,0.6549,1.0,1.0,1.0,0.3022,0.6549,0.0,1.0,1.0,1.0,1.0,1.0,0.118656315,0.0,0.177676097,1.0,1.0,1.0,1.0,1.0,0.029255692,0.0,0.069270164,1.0,1.0,1.0,1.0,1.0,0.551909387,0.0,0.442846786,0.442775545,0.443262411,1.0
268,1.0,0.3834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0832,0.3834,0.0,1.0,0.313,1.0,1.0,1.0,1.0,1.0,1.0,0.0375,0.313,0.0,1.0,0.6547,1.0,1.0,1.0,0.2252,0.6547,0.0,1.0,1.0,1.0,1.0,1.0,0.087048076,0.0,0.24338229,1.0,1.0,1.0,1.0,1.0,0.035653032,0.0,0.050582204,1.0,1.0,1.0,1.0,1.0,0.474139631,0.0,0.442544708,0.442563994,0.442819149,1.0
269,1.0,0.3832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0755,0.3832,0.0,1.0,0.3129,1.0,1.0,1.0,1.0,1.0,1.0,0.0738,0.3129,0.0,1.0,0.6545,1.0,1.0,1.0,0.2218,0.6545,0.0,1.0,1.0,1.0,1.0,1.0,0.085566327,0.0,0.248538062,1.0,1.0,1.0,1.0,1.0,0.069283016,0.0,0.142071486,1.0,1.0,1.0,1.0,1.0,0.498969346,0.0,0.456561141,0.456737889,0.456560284,1.0
270,1.0,0.3831,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0415,0.3831,0.0,1.0,0.3128,1.0,1.0,1.0,1.0,1.0,1.0,0.016,0.3128,0.0,1.0,0.6543,1.0,1.0,1.0,0.2543,0.6543,0.0,1.0,1.0,1.0,1.0,1.0,0.074081197,0.0,0.190469414,1.0,1.0,1.0,1.0,1.0,0.020682409,0.0,0.181864142,1.0,1.0,1.0,1.0,1.0,0.591580212,0.0,0.499033349,0.499048022,0.499113475,1.0
271,1.0,0.3829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0268,0.3829,0.0,1.0,0.3127,1.0,1.0,1.0,1.0,1.0,1.0,0.0045,0.3127,0.0,1.0,0.6542,1.0,1.0,1.0,0.31,0.6542,0.0,1.0,1.0,1.0,1.0,1.0,0.06859386,0.0,0.049613796,1.0,1.0,1.0,1.0,1.0,0.006563755,0.0,0.103531681,1.0,1.0,1.0,1.0,1.0,0.699123502,0.0,0.58240696,0.582398985,0.582446809,1.0
272,1.0,0.3828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0185,0.3828,0.0,1.0,0.3126,1.0,1.0,1.0,1.0,1.0,1.0,0.0015,0.3126,0.0,1.0,0.654,1.0,1.0,1.0,0.3017,0.654,0.0,1.0,1.0,1.0,1.0,1.0,0.065313764,0.0,0.024210449,1.0,1.0,1.0,1.0,1.0,0.002785042,0.0,0.034864403,1.0,1.0,1.0,1.0,1.0,0.67261976,0.0,0.626993717,0.627036175,0.627216312,1.0
273,1.0,0.3826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.024,0.3826,0.1243,1.0,0.3125,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3125,0.1448,1.0,0.6538,1.0,1.0,1.0,0.2925,0.6538,0.2245,1.0,1.0,1.0,1.0,1.0,0.066988498,0.247575253,0.043692045,1.0,1.0,1.0,1.0,1.0,4.6e-6,0.258888632,0.01613979,1.0,1.0,1.0,1.0,1.0,0.630500019,0.424496561,0.6300145,0.629997884,0.630319149,1.0
274,1.0,0.3825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0203,0.3825,0.3369,1.0,0.3124,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3124,0.381,1.0,0.6536,1.0,1.0,1.0,0.2612,0.6536,0.4472,1.0,1.0,1.0,1.0,1.0,0.042550109,0.575708807,0.00519342,1.0,1.0,1.0,1.0,1.0,3.23e-6,0.5777601,0.0,1.0,1.0,1.0,1.0,1.0,0.542867362,0.712700248,0.628081199,0.628093928,0.628546099,1.0
275,1.0,0.3823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0055,0.3823,0.5427,1.0,0.3122,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3122,0.4255,1.0,0.6535,1.0,1.0,1.0,0.1809,0.6535,0.5679,1.0,1.0,1.0,1.0,1.0,0.00825364,0.781011939,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.521630049,0.0,1.0,1.0,1.0,1.0,1.0,0.366893589,0.775194108,0.626510391,0.626613074,0.62677305,1.0
276,1.0,0.3822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0011,0.3822,0.5165,1.0,0.3121,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3121,0.4001,1.0,0.6533,1.0,1.0,1.0,0.0763,0.6533,0.6351,1.0,1.0,1.0,1.0,1.0,0.004422471,0.804382026,0.000119032,1.0,1.0,1.0,1.0,1.0,0.0,0.507921994,0.0,1.0,1.0,1.0,1.0,1.0,0.148796767,0.8407408,0.622402127,0.622593611,0.622340426,1.0
277,1.0,0.382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.382,0.4801,1.0,0.312,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.312,0.3675,1.0,0.6531,1.0,1.0,1.0,0.0449,0.6531,0.6353,1.0,1.0,1.0,1.0,1.0,0.001256692,0.720386565,0.000134545,1.0,1.0,1.0,1.0,1.0,0.0,0.496290207,0.0,1.0,1.0,1.0,1.0,1.0,0.072886944,0.766697526,0.617448043,0.617516395,0.617464539,1.0
278,1.0,0.3819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3819,0.4327,1.0,0.3119,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3119,0.3052,1.0,0.6529,1.0,1.0,1.0,0.0463,0.6529,0.5753,1.0,1.0,1.0,1.0,1.0,0.0,0.705069244,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.417920351,0.0,1.0,1.0,1.0,1.0,1.0,0.048782278,0.750041425,0.616964717,0.616881743,0.617021277,1.0
279,1.0,0.3817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3817,0.3182,1.0,0.3118,1.0,1.0,1.0,1.0,1.0,1.0,0.0032,0.3118,0.2707,1.0,0.6528,1.0,1.0,1.0,0.042,0.6528,0.4665,1.0,1.0,1.0,1.0,1.0,0.000410148,0.50827086,0.001187988,1.0,1.0,1.0,1.0,1.0,0.007451276,0.361803889,0.0,1.0,1.0,1.0,1.0,1.0,0.023484301,0.692609072,0.615212663,0.615189338,0.615248227,1.0
280,1.0,0.3816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.003,0.3816,0.1995,1.0,0.3117,1.0,1.0,1.0,1.0,1.0,1.0,0.0431,0.3117,0.1831,1.0,0.6526,1.0,1.0,1.0,0.0247,0.6526,0.3082,1.0,1.0,1.0,1.0,1.0,0.008168358,0.323573858,0.04370828,1.0,1.0,1.0,1.0,1.0,0.051157478,0.249857247,0.0,1.0,1.0,1.0,1.0,1.0,0.004145185,0.55074662,0.619925085,0.619843453,0.620124113,1.0
281,1.0,0.3814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0294,0.3814,0.0683,1.0,0.3116,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.3116,0.078,1.0,0.6524,1.0,1.0,1.0,0.0168,0.6524,0.1206,1.0,1.0,1.0,1.0,1.0,0.03084855,0.151331499,0.142538816,1.0,1.0,1.0,1.0,1.0,0.079772346,0.113793433,0.0,1.0,1.0,1.0,1.0,1.0,0.005122714,0.187016308,0.650072499,0.650095198,0.650265957,1.0
