Time_Index,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_natural_gas_fired_combustion_turbine_2,NENGREST_natural_gas_steam_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_natural_gas_fired_combustion_turbine_1,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_CT_naturalgas_ccccsavgcf_mid_0,NENG_CT_naturalgas_ccavgcf_mid_0,NENG_CT_naturalgas_ctavgcf_mid_0,NENG_CT_battery_mid_0,NENG_CT_naturalgas_ccs100_mid_0,NENG_CT_landbasedwind_ltrg1_mid_110_1,NENG_CT_utilitypv_losangeles_mid_80_0_2_1,NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_ME_naturalgas_ccccsavgcf_mid_0,NENG_ME_naturalgas_ccavgcf_mid_0,NENG_ME_naturalgas_ctavgcf_mid_0,NENG_ME_battery_mid_0,NENG_ME_naturalgas_ccs100_mid_0,NENG_ME_landbasedwind_ltrg1_mid_110_1,NENG_ME_utilitypv_losangeles_mid_100_0_2_1,NENGREST_heat_load_shifting_1,NENG_CT_heat_load_shifting_1,NENG_ME_heat_load_shifting_1,NENGREST_Fusion
49,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.695,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.3563,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3458,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.526279807,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.361357629,0.0,0.965445399,1.0,1.0,1.0,1.0,1.0,0.534747422,0.0,0.503745771,0.503702137,0.503989362,1.0
50,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5813,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.2215,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.4179,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.502307832,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.271983624,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.673535883,0.0,0.483325278,0.483393273,0.483156028,1.0
51,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5395,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.3454,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3771,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.443870187,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375826299,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.616952002,0.0,0.474142098,0.474085043,0.47429078,1.0
52,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4422,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3296,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.369682193,0.0,0.996216893,1.0,1.0,1.0,1.0,1.0,0.566017568,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.577567875,0.0,0.471665056,0.471757986,0.471631206,1.0
53,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4023,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.5533,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.2489,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.2517896,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54229939,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.515356421,0.0,0.483566941,0.483604823,0.483599291,1.0
54,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4314,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.2933,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.1738,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.252520919,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.310769796,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.441194504,0.0,0.524710005,0.524645653,0.524822695,1.0
55,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4833,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.1843,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.1167,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.23804529,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.210583091,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317486733,0.0,0.599202513,0.599323038,0.59929078,1.0
56,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2655,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.1276,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.1058,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.100081086,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150378525,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.280023575,0.0,0.642883035,0.642902475,0.643173759,1.0
57,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1609,0.3901,0.063,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.1176,0.3178,0.0851,1.0,0.6624,1.0,1.0,1.0,0.0785,0.6624,0.0576,1.0,1.0,1.0,1.0,1.0,0.056107827,0.167742223,1.0,1.0,1.0,1.0,1.0,1.0,0.139606684,0.17891188,1.0,1.0,1.0,1.0,1.0,1.0,0.177853063,0.069300145,0.649347511,0.649460546,0.649822695,1.0
58,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1768,0.3901,0.2298,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.1206,0.3178,0.3003,1.0,0.6624,1.0,1.0,1.0,0.0512,0.6624,0.1851,1.0,1.0,1.0,1.0,1.0,0.071597129,0.396749318,0.99787879,1.0,1.0,1.0,1.0,1.0,0.128449559,0.46153301,0.975909233,1.0,1.0,1.0,1.0,1.0,0.091018863,0.325113773,0.649649589,0.649672096,0.649822695,1.0
59,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.171,0.3901,0.3955,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.0733,0.3178,0.4133,1.0,0.6624,1.0,1.0,1.0,0.0378,0.6624,0.3784,1.0,1.0,1.0,1.0,1.0,0.061109871,0.566914558,0.993127465,1.0,1.0,1.0,1.0,1.0,0.11336045,0.559717536,0.938727021,1.0,1.0,1.0,1.0,1.0,0.037045337,0.637242138,0.649166264,0.649248995,0.649379433,1.0
60,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1726,0.3901,0.4576,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.0636,0.3178,0.3578,1.0,0.6624,1.0,1.0,1.0,0.031,0.6624,0.4178,1.0,1.0,1.0,1.0,1.0,0.067929581,0.617911875,0.993915081,1.0,1.0,1.0,1.0,1.0,0.132509038,0.483069122,0.763355255,1.0,1.0,1.0,1.0,1.0,0.052394979,0.648774862,0.646689222,0.646710387,0.646719858,1.0
61,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1363,0.3901,0.4251,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.026,0.3178,0.355,1.0,0.6624,1.0,1.0,1.0,0.0222,0.6624,0.4227,1.0,1.0,1.0,1.0,1.0,0.052551724,0.585543692,0.986866355,1.0,1.0,1.0,1.0,1.0,0.072747551,0.471657395,0.60518229,1.0,1.0,1.0,1.0,1.0,0.022067763,0.662449837,0.643245529,0.643325576,0.643617021,1.0
62,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.124,0.3901,0.397,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.043,0.3178,0.307,1.0,0.6624,1.0,1.0,1.0,0.0161,0.6624,0.3468,1.0,1.0,1.0,1.0,1.0,0.069550678,0.531238675,0.883383274,1.0,1.0,1.0,1.0,1.0,0.073250182,0.442183197,0.723922253,1.0,1.0,1.0,1.0,1.0,0.008797491,0.597736835,0.642460126,0.642690924,0.642730496,1.0
63,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1317,0.3901,0.2726,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.0925,0.3178,0.2953,1.0,0.6624,1.0,1.0,1.0,0.0079,0.6624,0.203,1.0,1.0,1.0,1.0,1.0,0.133094877,0.35763371,0.797959507,1.0,1.0,1.0,1.0,1.0,0.138139263,0.392827898,0.740975618,1.0,1.0,1.0,1.0,1.0,0.012294615,0.440570235,0.640345578,0.640363867,0.640514184,1.0
64,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1484,0.3901,0.148,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.1214,0.3178,0.1986,1.0,0.6624,1.0,1.0,1.0,0.0229,0.6624,0.0908,1.0,1.0,1.0,1.0,1.0,0.228896469,0.250497311,0.707796633,1.0,1.0,1.0,1.0,1.0,0.163716197,0.239633694,0.481385887,1.0,1.0,1.0,1.0,1.0,0.043536328,0.205038115,0.646507975,0.646498836,0.646719858,1.0
65,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1284,0.3901,0.0133,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.1501,0.3178,0.0092,1.0,0.6624,1.0,1.0,1.0,0.0588,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.251527578,0.049606688,0.482574522,1.0,1.0,1.0,1.0,1.0,0.197619453,0.012480863,0.811747372,1.0,1.0,1.0,1.0,1.0,0.128094047,0.0,0.682394877,0.68246245,0.682624113,1.0
66,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1386,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.1138,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.1364,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.244949996,0.0,0.587484598,1.0,1.0,1.0,1.0,1.0,0.179676712,0.0,0.954821825,1.0,1.0,1.0,1.0,1.0,0.278807074,0.0,0.717194297,0.717156759,0.717641844,1.0
67,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2485,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.2179,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.2438,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.268768251,0.0,0.949216545,1.0,1.0,1.0,1.0,1.0,0.31675297,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.457183421,0.0,0.707225713,0.707213878,0.707446809,1.0
68,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2028,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.1956,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.432,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.242845386,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.242909387,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.594815671,0.0,0.685898985,0.68584726,0.68572695,1.0
69,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2347,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.2519,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3565,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.255537897,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.306541324,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.466577828,0.0,0.654180764,0.654326211,0.654255319,1.0
70,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3304,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.2888,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3105,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.245553732,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.377221525,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.498495251,0.0,0.606875302,0.606727311,0.607269504,1.0
71,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5596,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.4677,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.2911,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.490364164,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.540012598,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.523875177,0.0,0.547788787,0.547704675,0.54787234,1.0
72,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.599,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.5108,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.2842,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.484706938,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.420217991,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.491250843,0.0,0.494683422,0.494817009,0.494680851,1.0
73,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7715,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.6001,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.24,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.630524218,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59315455,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.518332303,0.0,0.458977767,0.458853395,0.459219858,1.0
74,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8222,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.6516,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3082,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.616517186,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59798044,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.596019208,0.0,0.440732238,0.440660038,0.440602837,1.0
75,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8901,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.9031,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.3308,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.693802893,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.869351387,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.686696827,0.0,0.431246979,0.431351809,0.431294326,1.0
76,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9201,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.9469,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.4625,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.854747176,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.947921276,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.775108814,0.0,0.430219913,0.430082505,0.430407801,1.0
77,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9488,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.9562,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.5457,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.957574606,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.954206467,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.743757784,0.0,0.444296762,0.444256399,0.444592199,1.0
78,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9643,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.9675,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.7475,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.975052416,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.955592275,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.933625102,0.0,0.490212663,0.490162894,0.490248227,1.0
79,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9406,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.9749,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.833,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.981197774,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.940063119,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.957292199,0.0,0.574311261,0.574360059,0.574468085,1.0
80,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8334,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.9426,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.897,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.967520952,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88106209,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97295779,0.0,0.618354277,0.618362598,0.618351064,1.0
81,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8394,0.3901,0.2194,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.8183,0.3178,0.1986,1.0,0.6624,1.0,1.0,1.0,0.9444,0.6624,0.1714,1.0,1.0,1.0,1.0,1.0,0.928897381,0.392245501,1.0,1.0,1.0,1.0,1.0,1.0,0.726038337,0.348595232,1.0,1.0,1.0,1.0,1.0,1.0,0.982295394,0.438023001,0.622945868,0.622805162,0.622783688,1.0
82,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6658,0.3901,0.4257,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.9867,0.3178,0.4033,1.0,0.6624,1.0,1.0,1.0,0.8417,0.6624,0.3667,1.0,1.0,1.0,1.0,1.0,0.916898251,0.651247323,0.98929733,1.0,1.0,1.0,1.0,1.0,0.89675492,0.610955536,1.0,1.0,1.0,1.0,1.0,1.0,0.974738657,0.712425828,0.626691638,0.626613074,0.62677305,1.0
83,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7876,0.3901,0.5872,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.932,0.3178,0.5454,1.0,0.6624,1.0,1.0,1.0,0.9124,0.6624,0.5272,1.0,1.0,1.0,1.0,1.0,0.945043147,0.828912795,0.992920041,1.0,1.0,1.0,1.0,1.0,0.895061612,0.736530304,1.0,1.0,1.0,1.0,1.0,1.0,0.987088144,0.805391848,0.631524891,0.63169029,0.631648936,1.0
84,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8561,0.3901,0.6481,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.991,0.3178,0.5963,1.0,0.6624,1.0,1.0,1.0,0.8692,0.6624,0.5663,1.0,1.0,1.0,1.0,1.0,0.964804411,0.883946121,0.968551457,1.0,1.0,1.0,1.0,1.0,0.950729966,0.808954477,1.0,1.0,1.0,1.0,1.0,1.0,0.984131634,0.878283858,0.63182697,0.63190184,0.632092199,1.0
85,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8913,0.3901,0.6592,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.9905,0.3178,0.6098,1.0,0.6624,1.0,1.0,1.0,0.8459,0.6624,0.5929,1.0,1.0,1.0,1.0,1.0,0.951295555,0.890850604,1.0,1.0,1.0,1.0,1.0,1.0,0.944790363,0.813984096,1.0,1.0,1.0,1.0,1.0,1.0,0.982371509,0.948247671,0.628927018,0.628940131,0.628989362,1.0
86,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.939,0.3901,0.6547,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.9981,0.3178,0.6572,1.0,0.6624,1.0,1.0,1.0,0.9231,0.6624,0.6011,1.0,1.0,1.0,1.0,1.0,0.969199359,0.871985674,1.0,1.0,1.0,1.0,1.0,1.0,0.967471182,0.874804735,1.0,1.0,1.0,1.0,1.0,1.0,0.993554056,0.936746716,0.62820203,0.628305479,0.628546099,1.0
87,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9495,0.3901,0.5823,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.9987,0.3178,0.6051,1.0,0.6624,1.0,1.0,1.0,0.9759,0.6624,0.5178,1.0,1.0,1.0,1.0,1.0,0.978009999,0.830305099,1.0,1.0,1.0,1.0,1.0,1.0,0.975967407,0.865763664,1.0,1.0,1.0,1.0,1.0,1.0,0.996892452,0.859966516,0.625181247,0.62534377,0.625443262,1.0
88,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9386,0.3901,0.4386,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3178,0.4694,1.0,0.6624,1.0,1.0,1.0,0.9823,0.6624,0.3812,1.0,1.0,1.0,1.0,1.0,0.980868757,0.720126152,1.0,1.0,1.0,1.0,1.0,1.0,0.995267153,0.748162508,1.0,1.0,1.0,1.0,1.0,1.0,0.998964667,0.682053447,0.630497825,0.630632536,0.630762411,1.0
89,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.788,0.3901,0.2089,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.9294,0.3178,0.2449,1.0,0.6624,1.0,1.0,1.0,0.9687,0.6624,0.1508,1.0,1.0,1.0,1.0,1.0,0.912962615,0.430147707,1.0,1.0,1.0,1.0,1.0,1.0,0.884061098,0.469457507,1.0,1.0,1.0,1.0,1.0,1.0,0.99778688,0.355515212,0.66801595,0.667865454,0.668439716,1.0
90,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7031,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.9234,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.9586,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.9026106,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.908834636,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998849034,0.0,0.731089899,0.731119103,0.731382979,1.0
91,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6899,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.8104,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.9247,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.822175145,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.814421892,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996289968,0.0,0.736406477,0.73661942,0.736702128,1.0
92,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5641,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.6822,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.8991,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.660280704,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.656548023,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991905928,0.0,0.723658772,0.72371483,0.723847518,1.0
93,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4991,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.4649,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.897,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.529035687,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.446159869,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.990887403,0.0,0.698707105,0.698751851,0.69858156,1.0
94,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4078,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.5058,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.8511,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.511684358,0.0,0.997487307,1.0,1.0,1.0,1.0,1.0,0.454757988,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.986278594,0.0,0.656536974,0.656653268,0.656471631,1.0
95,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3512,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.4695,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.8545,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.441790134,0.0,0.815066516,1.0,1.0,1.0,1.0,1.0,0.390729934,0.0,0.879849792,1.0,1.0,1.0,1.0,1.0,0.979028404,0.0,0.602767037,0.602707849,0.602836879,1.0
96,1.0,0.3901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3009,0.3901,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.2722,0.3178,0.0,1.0,0.6624,1.0,1.0,1.0,0.8102,0.6624,0.0,1.0,1.0,1.0,1.0,1.0,0.380974203,0.0,0.91803056,1.0,1.0,1.0,1.0,1.0,0.256818384,0.0,0.882418096,1.0,1.0,1.0,1.0,1.0,0.971856177,0.0,0.553226196,0.553204993,0.553191489,1.0
