Constraint,CapRes_1
t2111,1.4012049687410834e-6
t2112,1.2088317371687436e-6
t2113,1.1070149685234823e-6
t2114,1.1159395595193854e-6
t2115,1.099388154690436e-6
t2116,1.0579168512493105e-6
t2117,1.1002816095876987e-6
t2118,1.1110675385681457e-6
t2119,1.2903762209150521e-6
t2120,1.2068528746680422e-6
t2121,1.0977518769698036e-6
t2122,1.0645937548135846e-6
t2123,1.153685734164099e-6
t2124,1.0898065663065942e-6
t2125,1.0374051537266592e-6
t2126,9.191995826597404e-7
t2127,9.69404917931484e-7
t2128,1.0168191024435844e-6
t2129,1.1497901679632503e-6
t2130,1.7807133068871801e-6
t2131,1.7613728289240076e-6
t2132,1.8142511010375559e-6
t2133,1.820504702012698e-6
t2134,1.665941136578101e-6
t2135,1.4215996985320157e-6
t2136,1.312422274209547e-6
t2137,1.1424812542727497e-6
t2138,1.0916329580136116e-6
t2139,1.107946985340033e-6
t2140,1.1000414990527006e-6
t2141,1.1123917122024554e-6
t2142,1.1342081013122898e-6
t2143,1.1909956353314235e-6
t2144,1.5154765620491354e-6
t2145,1.811856007433996e-6
t2146,1.3855305468862272e-6
t2147,1.3369725557949857e-6
t2148,1.2239937868409305e-6
t2149,1.184536776989507e-6
t2150,1.1476615671842645e-6
t2151,9.920437475133487e-7
t2152,9.62151150100344e-7
t2153,1.1335981237518416e-6
t2154,1.6740539352589753e-6
t2155,1.4843296080341756e-6
t2156,1.692121976689316e-6
t2157,1.6531261400008242e-6
t2158,1.655929956365885e-6
t2159,1.6017968970409173e-6
t2160,1.430763184432802e-6
t2161,1.3693854547666355e-6
t2162,1.2782839031419787e-6
t2163,1.2674283370974947e-6
t2164,1.2412267980115252e-6
t2165,1.2174023508957818e-6
t2166,1.4095952826813195e-6
t2167,1.8288264404326534e-6
t2168,1.3431819147385189e-6
t2169,1.3287645916838909e-6
t2170,1.3981926114319277e-6
t2171,1.4260676565453056e-6
t2172,1.4517539524306056e-6
t2173,1.4823402884879244e-6
t2174,1.5254226027266798e-6
t2175,1.6479937985114884e-6
t2176,2.0232116294757336e-6
t2177,2.0942847320703733e-6
t2178,2.5419902012878988e-6
t2179,2.377062055026976e-6
t2180,2.2951460725620725e-6
t2181,2.1596515373612186e-6
t2182,1.8637819679713034e-6
t2183,1.6385467973882478e-6
t2184,1.4130886883659954e-6
t2185,1.2928009302021702e-6
t2186,1.2212833625724662e-6
t2187,1.2619441769706562e-6
t2188,1.2927946059259514e-6
t2189,1.3113348694433146e-6
t2190,1.4166608978634095e-6
t2191,1.792660441358871e-6
t2192,2.0758444139479715e-6
t2193,1.46465005947594e-6
t2194,1.3396494767450567e-6
t2195,1.3311870164373028e-6
t2196,1.3520943212236548e-6
t2197,1.2227606644740447e-6
t2198,9.857225084610193e-7
t2199,9.134070633668907e-7
t2200,9.09866173792375e-7
t2201,9.561440051474146e-7
t2202,1.4573635351815655e-6
t2203,1.6430501323457363e-6
t2204,2.242628760390788e-6
t2205,2.4891431994714388e-6
t2206,2.12754028322688e-6
t2207,1.4118137453716037e-6
t2208,1.243527502832678e-6
t2209,1.0977819818697083e-6
t2210,9.811822412215092e-7
t2211,9.815517825241546e-7
t2212,9.904956642189665e-7
t2213,1.0012927669342416e-6
t2214,1.0327428837903788e-6
t2215,1.1123894007941677e-6
t2216,9.770766541860706e-7
t2217,7.979783675021894e-7
t2218,9.046971681926748e-7
t2219,9.879825276089878e-7
t2220,9.813043055552196e-7
t2221,9.436957502251239e-7
t2222,9.845703397238019e-7
t2223,1.1116805612595497e-6
t2224,1.1022051559997487e-6
t2225,1.2505999090664643e-6
t2226,1.3440003704943981e-6
t2227,1.6241934787684642e-6
t2228,1.872902404473238e-6
t2229,1.714161384509472e-6
t2230,1.562565277284661e-6
t2231,1.3322231759775523e-6
t2232,1.2311127250733715e-6
t2233,1.0611366697234075e-6
t2234,1.037074925581327e-6
t2235,9.964795428532182e-7
t2236,1.0098271821711201e-6
t2237,1.0032418038370756e-6
t2238,1.1521158839401175e-6
t2239,1.8935263019212823e-6
t2240,1.3002094705620823e-6
t2241,1.1900175499780428e-6
t2242,1.285534981634515e-6
t2243,1.5292917664124406e-6
t2244,1.4757808858982909e-6
t2245,1.4837105395578213e-6
t2246,1.2100630899776902e-6
t2247,1.1897550098799363e-6
t2248,1.2217783807922617e-6
t2249,1.1474336098732453e-6
t2250,1.4606593963127124e-6
t2251,1.2722509465654716e-6
t2252,1.3931571374457626e-6
t2253,1.2606280634546806e-6
t2254,1.1887286835493313e-6
t2255,1.0631290480073007e-6
t2256,1.026907084052962e-6
t2257,9.812385776557673e-7
t2258,9.452159104805975e-7
t2259,9.307037476766068e-7
t2260,9.338916693691107e-7
t2261,9.617652944974321e-7
t2262,1.0375085599479339e-6
t2263,1.1423807115446918e-6
t2264,1.2652534678399194e-6
t2265,1.1240373831277153e-6
t2266,1.0568293265882335e-6
t2267,1.1157706906705402e-6
t2268,1.2376770423680917e-6
t2269,1.185883282919625e-6
t2270,1.1128014947897742e-6
t2271,1.0109890184565776e-6
t2272,1.0880661616000218e-6
t2273,1.4623529816524913e-6
t2274,1.4266846271609846e-6
t2275,1.6715063183211117e-6
t2276,1.837507627757555e-6
t2277,1.7572035535533007e-6
t2278,1.8141702408706467e-6
t2279,1.5767589588467427e-6
t2280,1.3104361682495311e-6
t2281,1.1698770223063797e-6
t2282,1.0710928657712007e-6
t2283,1.0866368689354382e-6
t2284,1.0862321519566387e-6
t2285,1.106342240962144e-6
t2286,1.2091908297268522e-6
t2287,1.214884229620348e-6
t2288,1.2538909993958043e-6
t2289,1.1473538376036621e-6
t2290,1.173891659412245e-6
t2291,1.1110714384301606e-6
t2292,1.0980901523575173e-6
t2293,1.079595959538967e-6
t2294,1.152298602679722e-6
t2295,1.1093920964052325e-6
t2296,1.0603306231589411e-6
t2297,1.1213157207972941e-6
t2298,1.2652164716565853e-6
t2299,1.8675497533801533e-6
t2300,1.756429132127673e-6
t2301,1.8893864753800766e-6
t2302,1.9919765857891677e-6
t2303,1.7903667304268475e-6
t2304,1.5548171929578177e-6
t2305,1.4356755978650618e-6
t2306,1.257161980039219e-6
t2307,1.1235187356595426e-6
t2308,1.0214851106534466e-6
t2309,1.1146872516304643e-6
t2310,1.1762692839929457e-6
t2311,1.5879896581710702e-6
t2312,1.1743775440799315e-6
t2313,1.0553733247677817e-6
t2314,8.27301986822183e-7
t2315,8.673794844443903e-7
t2316,9.24464837011211e-7
t2317,1.1288141804333737e-6
t2318,1.150993120493228e-6
t2319,1.042040534630107e-6
t2320,9.782641177754716e-7
t2321,1.0413649146391061e-6
t2322,1.7417716357153495e-6
t2323,1.625140671631366e-6
t2324,1.9188466315984567e-6
t2325,1.8953675193924495e-6
t2326,1.7424366683608886e-6
t2327,1.6242080185161316e-6
t2328,1.4146445429951148e-6
t2329,1.3034162963133839e-6
t2330,1.1865342876860503e-6
t2331,1.1650087761315128e-6
t2332,1.1779603547149144e-6
t2333,1.1860799062190293e-6
t2334,1.2299655059390895e-6
t2335,1.606912986984243e-6
t2336,1.680697953311373e-6
t2337,1.207194378901991e-6
t2338,1.193552580155383e-6
t2339,1.1946010856812315e-6
t2340,1.190117510939638e-6
t2341,1.0392839476278736e-6
t2342,9.367887054905733e-7
t2343,8.976295849392064e-7
t2344,8.873870507192161e-7
t2345,1.0758759100230721e-6
t2346,1.215694598601158e-6
t2347,1.5731080638725538e-6
t2348,1.5465853181497262e-6
t2349,1.7068093202302782e-6
t2350,1.6235236472417965e-6
t2351,1.2358211747353928e-6
t2352,1.270319913111575e-6
t2353,1.2339901415606243e-6
t2354,1.2926202529930243e-6
t2355,1.2767155294166342e-6
t2356,1.320675978381207e-6
t2357,1.2740302251480538e-6
t2358,1.214801733865667e-6
t2359,1.5999658891071899e-6
t2360,1.6777334737768379e-6
t2361,1.380244934766164e-6
t2362,1.3070141124463496e-6
t2363,1.2852746069012632e-6
t2364,1.2804781743131594e-6
t2365,1.2829589408623905e-6
t2366,1.216030655983604e-6
t2367,1.2302786599139512e-6
t2368,1.1995778388789165e-6
t2369,1.2935268088175547e-6
t2370,1.7409247305118273e-6
t2371,1.4865506194666093e-6
t2372,1.3743621595954995e-6
t2373,1.552579073708916e-6
t2374,1.5353189214498048e-6
t2375,1.512658026204151e-6
t2376,1.457443607691083e-6
t2377,1.3669884444895795e-6
t2378,1.1780144476526499e-6
t2379,1.057296214147867e-6
t2380,1.0198631862843837e-6
t2381,9.914759974240755e-7
t2382,1.0574176608784004e-6
t2383,1.674175250515227e-6
t2384,1.4749272549198151e-6
t2385,1.5457705082288842e-6
t2386,1.512920051135589e-6
t2387,1.4400366499602538e-6
t2388,1.3698654985310263e-6
t2389,1.4906103901775362e-6
t2390,1.6319001218175523e-6
t2391,1.5687470830584456e-6
t2392,1.5168218628347301e-6
t2393,1.4423872931585765e-6
t2394,1.8519345267159263e-6
t2395,1.5973700107169774e-6
t2396,1.373757840752972e-6
t2397,1.2972634517764784e-6
t2398,1.2676510419802968e-6
t2399,1.3433875269908257e-6
t2400,1.3108503437511088e-6
t2401,1.2634713841057449e-6
t2402,1.2804004838149414e-6
t2403,1.3155087752754252e-6
t2404,1.317429531279883e-6
t2405,1.3628197935802311e-6
t2406,1.39628019684821e-6
t2407,1.9939382536054226e-6
t2408,1.6089612967534504e-6
t2409,1.4873457746804577e-6
t2410,1.4994681456734244e-6
t2411,1.3643574164170355e-6
t2412,1.2597182963716872e-6
t2413,1.2134314810240175e-6
t2414,1.2672252571869577e-6
t2415,1.2889411741489284e-6
t2416,1.2384987107036348e-6
t2417,1.1673321606808116e-6
t2418,1.6891195671899651e-6
t2419,1.538913891966296e-6
t2420,1.7257696032012076e-6
t2421,1.8016666888942312e-6
t2422,1.7750901234845897e-6
t2423,1.5467062825203237e-6
t2424,1.3377618291615974e-6
t2425,1.3014310220004125e-6
t2426,1.2061521086163938e-6
t2427,1.181353236711792e-6
t2428,1.2192763091740564e-6
t2429,1.2614563497575203e-6
t2430,1.410913869534262e-6
t2431,1.9525817913196637e-6
t2432,1.568873196624691e-6
t2433,1.4513908253474043e-6
t2434,1.4809130892281308e-6
t2435,1.4699315726281828e-6
t2436,1.3875476817168178e-6
t2437,1.354990225275469e-6
t2438,1.3408646785519005e-6
t2439,1.2157621230714788e-6
t2440,1.1826243790320292e-6
t2441,1.2665260650389865e-6
t2442,1.8223833299473326e-6
t2443,1.9807471043064613e-6
t2444,2.1627342710005544e-6
t2445,2.2076292276023748e-6
t2446,1.9046444516458962e-6
t2447,1.5380701258062802e-6
t2448,1.3409231347660136e-6
t2449,1.2889207383327202e-6
t2450,1.1967067633415317e-6
t2451,1.1755272022817172e-6
t2452,1.2044264733661838e-6
t2453,1.2459157315490836e-6
t2454,1.2895082798001638e-6
t2455,1.8347220810619066e-6
t2456,1.258111292230115e-6
t2457,1.2367336916302688e-6
t2458,1.2620867644754688e-6
t2459,1.2512914018725575e-6
t2460,1.2735109639027171e-6
t2461,1.223820966306859e-6
t2462,1.2793960977803538e-6
t2463,1.2151014178452218e-6
t2464,1.0827712202568776e-6
t2465,1.0374781134136383e-6
t2466,1.1604864898446519e-6
t2467,1.3938051826809796e-6
t2468,1.059715541540024e-6
t2469,1.0067516594607164e-6
t2470,9.895996356613416e-7
t2471,9.754539375067848e-7
t2472,9.430227730405247e-7
t2473,9.336733881353651e-7
t2474,9.209032281822302e-7
t2475,9.028185932041297e-7
t2476,8.885365432097033e-7
t2477,8.896933239878382e-7
t2478,8.653792549214729e-7
t2479,9.614888715696057e-7
t2480,8.371952520276125e-7
t2481,7.78613597555328e-7
t2482,8.917596328626378e-7
t2483,9.805079986466078e-7
t2484,9.524130645856648e-7
t2485,8.451303229593757e-7
t2486,8.942799989318183e-7
t2487,1.0289072716432299e-6
t2488,1.0194642177613368e-6
t2489,1.017807416688586e-6
t2490,1.369423469891281e-6
t2491,1.179408817978865e-6
t2492,9.927571305606924e-7
t2493,1.0099421655644948e-6
t2494,9.857479397785678e-7
t2495,9.60719386534327e-7
t2496,9.380454858861978e-7
t2497,9.067289389718488e-7
t2498,9.059231391894804e-7
t2499,9.140120940934695e-7
t2500,8.814734378322082e-7
t2501,8.780706298114391e-7
t2502,8.873601087162301e-7
t2503,1.0223701852676155e-6
t2504,7.742101228540962e-7
t2505,7.744663700924556e-7
t2506,7.714519337672814e-7
t2507,8.014608652053921e-7
t2508,8.282777845119084e-7
t2509,8.910349502144228e-7
t2510,9.528505600758424e-7
t2511,9.97293532651484e-7
t2512,1.0780187833580255e-6
t2513,1.118628438856282e-6
t2514,1.4272008973123276e-6
t2515,1.097940078747174e-6
t2516,1.0281800618901405e-6
t2517,1.0175685663813811e-6
t2518,9.851018126161156e-7
t2519,9.82652134680864e-7
t2520,9.502352552493349e-7
t2521,9.242012668881382e-7
t2522,8.829090159668841e-7
t2523,8.963811849733629e-7
t2524,9.012023173056232e-7
t2525,9.079330521422766e-7
t2526,9.63970261395613e-7
t2527,1.3296857993582206e-6
t2528,1.225244733424595e-6
t2529,1.2820898520416958e-6
t2530,1.3225471806713912e-6
t2531,1.2215083862885011e-6
t2532,1.1380011200003735e-6
t2533,1.0501648507823426e-6
t2534,1.061122695024178e-6
t2535,1.131601123380107e-6
t2536,1.1409304688439867e-6
t2537,1.2342087015092128e-6
t2538,1.2656700799024797e-6
t2539,1.2655443907292065e-6
t2540,1.2198977682526118e-6
t2541,1.2077897972180888e-6
t2542,1.156926676083584e-6
t2543,1.152833408629148e-6
t2544,1.0019267490197988e-6
t2545,9.860473362470754e-7
t2546,9.676161071955206e-7
t2547,9.54672390236168e-7
t2548,9.294299814980968e-7
t2549,9.421238458365405e-7
t2550,9.726189201372202e-7
t2551,1.0816363528491646e-6
t2552,1.1809116071238896e-6
t2553,1.1860393522103396e-6
t2554,1.3309824640891741e-6
t2555,1.3080768598991882e-6
t2556,1.2492887960084892e-6
t2557,1.217406579870778e-6
t2558,1.136170537159464e-6
t2559,1.0839483250593895e-6
t2560,1.1153223325236894e-6
t2561,1.2214928451037824e-6
t2562,1.3950627754208241e-6
t2563,1.3167514433978158e-6
t2564,1.212976601586804e-6
t2565,1.2140074398897553e-6
t2566,1.1651305660076898e-6
t2567,1.0510084101299111e-6
t2568,1.0210627628680708e-6
t2569,9.787937890832221e-7
t2570,9.56553246100864e-7
t2571,9.116184169811086e-7
t2572,8.985465026915251e-7
t2573,9.298458509227248e-7
t2574,9.697381183589946e-7
t2575,1.2139392888511556e-6
t2576,9.156612546708493e-7
t2577,9.183374077487128e-7
t2578,9.363414604184091e-7
t2579,1.025221564687961e-6
t2580,1.0263645343910272e-6
t2581,1.025348975770592e-6
t2582,1.1319374657661855e-6
t2583,1.372539245249865e-6
t2584,1.5577191280551997e-6
t2585,2.0508538477674403e-6
t2586,2.1076956601079023e-6
t2587,2.1853005978294126e-6
t2588,2.030698555824917e-6
t2589,2.023022185657587e-6
t2590,1.9418279430520815e-6
t2591,1.6358529254842541e-6
t2592,1.3845520803071215e-6
t2593,1.2781872489140851e-6
t2594,1.1343107041388418e-6
t2595,1.150994647586529e-6
t2596,1.1278985491712196e-6
t2597,1.1540809456753052e-6
t2598,1.2820881844627683e-6
t2599,1.814886162438448e-6
t2600,1.3266323384187163e-6
t2601,1.3317146540050378e-6
t2602,1.3118635234008565e-6
t2603,1.3125225313635768e-6
t2604,1.323987146782808e-6
t2605,1.3391208489044985e-6
t2606,1.2881040254615818e-6
t2607,1.2636677267423574e-6
t2608,1.2428243309611727e-6
t2609,1.3176895990164752e-6
t2610,1.4621595377150225e-6
t2611,2.112510123426611e-6
t2612,1.6887471768023573e-6
t2613,1.7930790038026344e-6
t2614,1.836833492646839e-6
t2615,1.6299634003439755e-6
t2616,1.3935625267153154e-6
t2617,1.34397465387292e-6
t2618,1.3284614175189256e-6
t2619,1.3319986310684931e-6
t2620,1.2664157307623055e-6
t2621,1.193863119438836e-6
t2622,1.1693399608300197e-6
t2623,1.657317407724986e-6
t2624,1.339075543076657e-6
t2625,1.3923382585371894e-6
t2626,1.4038405301306782e-6
t2627,1.49068750807082e-6
t2628,1.5676336208838465e-6
t2629,1.6089392042855897e-6
t2630,1.6196937122780053e-6
t2631,1.5207721973542048e-6
t2632,1.5213037068719415e-6
t2633,1.5407953569313795e-6
t2634,1.857926633654121e-6
t2635,1.740043176363649e-6
t2636,1.2278606103405214e-6
t2637,1.1986506723791854e-6
t2638,1.2129151402616486e-6
t2639,1.0372398979417765e-6
t2640,1.0070690015970455e-6
t2641,9.518285568835772e-7
t2642,9.443473505677051e-7
t2643,9.147130843330965e-7
t2644,9.019679827874106e-7
t2645,9.096177372485835e-7
t2646,9.720589625462094e-7
t2647,1.1600479890841684e-6
t2648,1.028526672388631e-6
t2649,1.2283125295045017e-6
t2650,1.3541562864102908e-6
t2651,1.3465985200610004e-6
t2652,1.3638289810439017e-6
t2653,1.2936930735589579e-6
t2654,1.2020231711123322e-6
t2655,1.1412268389047785e-6
t2656,9.679362511355174e-7
t2657,1.2402821225700087e-6
t2658,1.7272414128177924e-6
t2659,1.4684840237468924e-6
t2660,1.3717389847000337e-6
t2661,1.2836326904308832e-6
t2662,1.3485064275588501e-6
t2663,1.1711608797969114e-6
t2664,1.035742709909543e-6
t2665,9.950375061641562e-7
t2666,9.626949173272353e-7
t2667,9.046300779988095e-7
t2668,8.96374736310599e-7
t2669,9.043707168665423e-7
t2670,9.185144095506357e-7
t2671,1.0012074631375182e-6
t2672,1.150604511666728e-6
t2673,1.4055758935282765e-6
t2674,1.4460296993526152e-6
t2675,1.426493025465852e-6
t2676,1.4111745713384885e-6
t2677,1.6343247347363883e-6
t2678,1.7154912121097907e-6
t2679,1.5163121830700302e-6
t2680,1.5690895673907248e-6
t2681,1.3409094010549335e-6
t2682,1.2294234550981443e-6
t2683,1.259151775736094e-6
t2684,1.2592239908462771e-6
t2685,1.2732243726756693e-6
t2686,1.0696243071370377e-6
t2687,1.035027684158689e-6
t2688,1.0179774715414984e-6
t2689,1.0021962350227237e-6
t2690,9.851549483008328e-7
t2691,9.592390625433938e-7
t2692,9.525316958192535e-7
t2693,9.343662695428448e-7
t2694,9.858281900686795e-7
t2695,1.0471547316413663e-6
t2696,1.1244975317859511e-6
t2697,1.241977781918938e-6
t2698,1.2585051394760872e-6
t2699,1.203969570719054e-6
t2700,1.212262740279442e-6
t2701,1.1591417114499459e-6
t2702,1.1878846480066283e-6
t2703,1.2168826688209742e-6
t2704,1.2639600671832037e-6
t2705,1.332906152969847e-6
t2706,1.3123371966834893e-6
t2707,1.2619951517050887e-6
t2708,1.2173747800061552e-6
t2709,1.1775981149665375e-6
t2710,1.11440932000654e-6
t2711,1.0606055163463962e-6
t2712,1.0323894646520713e-6
t2713,9.659577953398606e-7
t2714,9.329599320615367e-7
t2715,9.313663533225417e-7
t2716,9.703168529651741e-7
t2717,9.47543874318323e-7
t2718,9.38050793293922e-7
t2719,1.2045722194343384e-6
t2720,1.0695000995497578e-6
t2721,9.357154058076348e-7
t2722,9.474915596745364e-7
t2723,9.329618585468493e-7
t2724,8.892770809339649e-7
t2725,9.552354898005976e-7
t2726,7.868400423202615e-7
t2727,1.02844246477621e-6
t2728,1.0830761466534242e-6
t2729,1.1247253733475804e-6
t2730,1.6205267244324098e-6
t2731,1.8412135983052972e-6
t2732,1.92269435253996e-6
t2733,1.768459859839928e-6
t2734,1.3440581511884785e-6
t2735,1.2261114850865776e-6
t2736,1.0863381222312888e-6
t2737,1.1368500113469882e-6
t2738,1.0036259536991444e-6
t2739,1.0256010385607832e-6
t2740,9.532909897997183e-7
t2741,9.781016036342705e-7
t2742,1.2228560420907216e-6
t2743,1.6763209971140057e-6
t2744,1.066933424137356e-6
t2745,9.890442477260594e-7
t2746,1.2020500223548698e-6
t2747,1.25899238735814e-6
t2748,1.4232633675900999e-6
t2749,1.4883680185049414e-6
t2750,1.5255320753270212e-6
t2751,1.4607963976925579e-6
t2752,1.4901132335267477e-6
t2753,1.4643240089748548e-6
t2754,1.861914970367449e-6
t2755,1.6281638666897154e-6
t2756,1.4295073179244691e-6
t2757,1.4045396423541304e-6
t2758,1.335284323187853e-6
t2759,1.3030530470200818e-6
t2760,1.195337890223264e-6
t2761,1.1379320608896637e-6
t2762,1.1388164569198968e-6
t2763,1.0918362982045966e-6
t2764,1.1019517438085954e-6
t2765,1.1581890379357975e-6
t2766,1.5562939805563863e-6
t2767,1.3453567521209822e-6
t2768,1.2562084556354776e-6
t2769,1.2759763552956575e-6
t2770,1.3132977142084952e-6
t2771,1.2927845800721298e-6
t2772,1.3687196064658591e-6
t2773,1.417851370584743e-6
t2774,1.4240011859910525e-6
t2775,1.4035541185208888e-6
t2776,1.2613820482846789e-6
t2777,1.5222531303003505e-6
t2778,1.3096167345300572e-6
t2779,1.1394436941056478e-6
t2780,1.0971260597629893e-6
t2781,1.0438862879820595e-6
t2782,1.04703297518701e-6
t2783,1.0094329845316085e-6
t2784,9.965503879517476e-7
t2785,9.414263022040279e-7
t2786,9.206741865861528e-7
t2787,9.244438980063357e-7
t2788,9.956562725447767e-7
t2789,1.003829787432684e-6
t2790,1.0675185261837174e-6
t2791,1.4081242575397787e-6
t2792,1.3030331291461181e-6
t2793,1.1720001232023118e-6
t2794,9.983984835162813e-7
t2795,9.96279956012951e-7
t2796,9.045053280221844e-7
t2797,9.128763054103386e-7
t2798,9.047170423223642e-7
t2799,9.13095501101744e-7
t2800,9.437455165254422e-7
t2801,9.014600298790895e-7
t2802,1.0248808562770672e-6
t2803,1.2038805472605559e-6
t2804,1.0498674318590998e-6
t2805,1.0582621439175333e-6
t2806,1.0231267339086748e-6
t2807,9.956740619654194e-7
t2808,9.740784490222498e-7
t2809,9.542005046975315e-7
t2810,9.184436548804513e-7
t2811,8.927084754487247e-7
t2812,8.956202360373479e-7
t2813,9.088184578057789e-7
t2814,9.379947870034423e-7
t2815,9.320412783438043e-7
t2816,6.241259516132682e-7
t2817,7.136174329128383e-7
t2818,7.525046042543459e-7
t2819,7.987914568509891e-7
t2820,7.092179570542401e-7
t2821,6.42137889839793e-7
t2822,6.821691323410476e-7
t2823,6.461097006829144e-7
t2824,6.417843992985572e-7
t2825,6.989299674895292e-7
t2826,8.583526194962588e-7
t2827,1.221089142647945e-6
t2828,1.1361412776199747e-6
t2829,1.2366395389874295e-6
t2830,1.1116701070169957e-6
t2831,1.077538804314629e-6
t2832,1.1091192855013464e-6
t2833,1.119713310995306e-6
t2834,1.187733647443525e-6
t2835,1.29073891187936e-6
t2836,1.2619522495432883e-6
t2837,1.2602899371704114e-6
t2838,1.518345566153773e-6
t2839,1.1766146447279768e-6
t2840,1.0169707893132584e-6
t2841,9.56669763478861e-7
t2842,1.0124733749979274e-6
t2843,9.814973301148645e-7
t2844,1.0016883775465645e-6
t2845,9.161996745677952e-7
t2846,6.225228827787026e-7
t2847,6.500315003696309e-7
t2848,6.612963342402742e-7
t2849,6.683385059701746e-7
t2850,7.919486866558093e-7
t2851,1.0600142816192936e-6
t2852,1.374279566227147e-6
t2853,1.339109668691215e-6
t2854,1.2624997983250388e-6
t2855,1.1717066690460617e-6
t2856,1.1031454985608037e-6
t2857,1.075147121504508e-6
t2858,1.0119159759751992e-6
t2859,1.0408011067878264e-6
t2860,9.751010971118715e-7
t2861,1.1063257824179077e-6
t2862,1.5825130253744479e-6
t2863,1.3365458972442347e-6
t2864,1.3051134254356071e-6
t2865,1.2429923850025369e-6
t2866,1.2479946868945017e-6
t2867,1.3367790046003028e-6
t2868,1.3922521127585906e-6
t2869,1.43489243180347e-6
t2870,1.4797976941707035e-6
t2871,1.4416796692985219e-6
t2872,1.5687810001194935e-6
t2873,1.838983932307514e-6
t2874,2.340286647361611e-6
t2875,2.630778938761145e-6
t2876,2.286423382344075e-6
t2877,2.4274710493683945e-6
t2878,2.2281389610447383e-6
t2879,1.6475584191139225e-6
t2880,1.307744559057295e-6
t2881,1.0792449317423168e-6
t2882,1.01078822450211e-6
t2883,9.473907266680636e-7
t2884,1.0257633098907508e-6
t2885,9.64408140213976e-7
t2886,1.0104561074280498e-6
t2887,1.1330372707915304e-6
t2888,1.2135884934309962e-6
t2889,1.2960615674358347e-6
t2890,1.190198110584669e-6
t2891,1.1261335710785797e-6
t2892,1.2668627431893205e-6
t2893,1.3941391411426218e-6
t2894,1.165182189008303e-6
t2895,1.1538403944059952e-6
t2896,1.1504977737461068e-6
t2897,1.3161865985705411e-6
t2898,1.949903882984376e-6
t2899,1.9070515626013567e-6
t2900,1.915196069035742e-6
t2901,1.7471983909870696e-6
t2902,1.3642909260008148e-6
t2903,1.2086561001406544e-6
t2904,1.1091667272663654e-6
t2905,1.0362065122799531e-6
t2906,1.0686180378796807e-6
t2907,1.0302332510462782e-6
t2908,1.0427631588367552e-6
t2909,1.0729027009038413e-6
t2910,1.183571134536408e-6
t2911,1.764299373998042e-6
t2912,2.0052947329023747e-6
t2913,2.014751388895219e-6
t2914,1.600877982273657e-6
t2915,1.6067832833641224e-6
t2916,1.6198662103293181e-6
t2917,1.5177155023819642e-6
t2918,1.5073562400848912e-6
t2919,1.4615007238467033e-6
t2920,1.4519758574843695e-6
t2921,1.7606088502012587e-6
t2922,2.123534594175645e-6
t2923,2.0302286402569125e-6
t2924,1.7418643563151954e-6
t2925,1.8568211840318969e-6
t2926,1.676673712024745e-6
t2927,1.3979248044003859e-6
t2928,1.275001517211948e-6
t2929,1.2197441089293324e-6
t2930,1.1525044516321554e-6
t2931,1.183163566664314e-6
t2932,1.2080745947123167e-6
t2933,1.2456812156627126e-6
t2934,1.468770568455773e-6
t2935,1.9200345230810833e-6
t2936,2.1315975548476283e-6
t2937,1.6896676671411972e-6
t2938,1.7348372130192074e-6
t2939,1.7329834179658446e-6
t2940,1.7208256292593433e-6
t2941,1.623681740174116e-6
t2942,1.6463311095055975e-6
t2943,1.638923184278241e-6
t2944,1.6687181577266381e-6
t2945,1.7024692402449058e-6
t2946,2.131194758181925e-6
t2947,2.703206389536869e-6
t2948,2.5131762934252302e-6
t2949,2.3843557919494962e-6
t2950,2.0819007274844822e-6
t2951,1.8147698372992154e-6
t2952,1.4379953202435923e-6
t2953,1.3095204933377735e-6
t2954,1.1867391434603275e-6
t2955,1.2059716997205802e-6
t2956,1.2110824404061315e-6
t2957,1.214245663821656e-6
t2958,1.2472733150149167e-6
t2959,1.7583181225346244e-6
t2960,2.0481409648783167e-6
t2961,2.03987730861561e-6
t2962,1.5216029483338763e-6
t2963,1.471278210551064e-6
t2964,1.4523472599221316e-6
t2965,1.4460896631571751e-6
t2966,1.3926352890835261e-6
t2967,1.3745005992302308e-6
t2968,1.3767618585686077e-6
t2969,1.4722739933194924e-6
t2970,2.135193442171444e-6
t2971,2.281415422802999e-6
t2972,1.9920836201014824e-6
t2973,1.9243147129629942e-6
t2974,1.884783832798477e-6
t2975,1.690470288243929e-6
t2976,1.4731489187664627e-6
t2977,1.3225510635096433e-6
t2978,1.2430238787921008e-6
t2979,1.2043271917374e-6
t2980,1.1055038673611098e-6
t2981,1.170750658789195e-6
t2982,1.1934215569250334e-6
t2983,1.5499002068983175e-6
t2984,1.8842090287114056e-6
t2985,1.4776663629586223e-6
t2986,1.4103228652931847e-6
t2987,1.4257331711205128e-6
t2988,1.4327165310064828e-6
t2989,1.4522379978430406e-6
t2990,1.279832496269428e-6
t2991,1.3781336790063446e-6
t2992,1.384930618761386e-6
t2993,1.3702103290833558e-6
t2994,1.4781165705063267e-6
t2995,2.0847053664061823e-6
t2996,1.7561757898005977e-6
t2997,1.570761007980628e-6
t2998,1.5360877549851574e-6
t2999,1.3935487604586687e-6
t3000,1.2642467340807883e-6
t3001,1.2338981637644792e-6
t3002,1.1138891291563897e-6
t3003,1.1156869391432575e-6
t3004,1.1739519518478082e-6
