Segment,1,2,3,4,Total
t1797,1.1281084247440214e-5,1.0089098429696623e-5,1.4705033045912073e-5,3.6072342081834636e-5,1.1281084247440214e-5
t1798,1.1356119011275315e-5,1.0036165089670377e-5,1.4462379325447155e-5,3.609399826109858e-5,1.1356119011275315e-5
t1799,1.1268076125953138e-5,9.738443682654968e-6,1.3605348752623219e-5,3.2014960828624246e-5,1.1268076125953138e-5
t1800,1.1375499034991072e-5,9.629161035391877e-6,1.325751829094374e-5,3.248738208367228e-5,1.1375499034991072e-5
t1801,1.12614461853686e-5,9.511234847007295e-6,1.2970483755122951e-5,3.320036633302392e-5,1.12614461853686e-5
t1802,1.0881754293436974e-5,8.955031265040858e-6,1.1742579065838649e-5,2.6203460377722343e-5,1.0881754293436974e-5
t1803,1.0896633585410555e-5,8.874655281924544e-6,1.1629119061652339e-5,2.619970972524092e-5,1.0896633585410555e-5
t1804,1.1024057928185304e-5,8.90862996482837e-6,1.1634223727540406e-5,2.6266256810923163e-5,1.1024057928185304e-5
t1805,1.111977966901601e-5,8.982046312175503e-6,1.166148921411278e-5,2.5989870100706655e-5,1.111977966901601e-5
t1806,1.0937245308437948e-5,9.006372737532855e-6,1.1735751646346008e-5,2.5889792647697677e-5,1.0937245308437948e-5
t1807,1.0953412420887761e-5,9.169267219955649e-6,1.2146682324665205e-5,2.6287562492091555e-5,1.0953412420887761e-5
t1808,1.0872125536638016e-5,9.285508204875492e-6,1.2480673183550563e-5,2.603065352459712e-5,1.0872125536638016e-5
t1809,1.1050206973238118e-5,9.461417410071574e-6,1.2751417490697268e-5,2.8181319589778212e-5,1.1050206973238118e-5
t1810,1.0976111846045144e-5,9.520496788887936e-6,1.2953004259845334e-5,2.7918459418280395e-5,1.0976111846045144e-5
t1811,1.074796321392385e-5,9.48390229714758e-6,1.2718925664454775e-5,2.758547047505686e-5,1.074796321392385e-5
t1812,1.0763670741183773e-5,9.493322295780027e-6,1.2727975719331122e-5,2.7783779065556643e-5,1.0763670741183773e-5
t1813,1.0778093393624186e-5,9.457743573208424e-6,1.2666392588661286e-5,2.7539967725618818e-5,1.0778093393624186e-5
t1814,1.0852468290715637e-5,9.447480227680582e-6,1.2677993102886677e-5,2.7654882967178956e-5,1.0852468290715637e-5
t1815,1.0947700009228899e-5,9.433802005456496e-6,1.2666304200392752e-5,2.7773598347642754e-5,1.0947700009228899e-5
t1816,1.0877056964190317e-5,9.379583190786266e-6,1.2482466348677457e-5,2.7613487024529702e-5,1.0877056964190317e-5
t1817,1.1001485464224313e-5,9.40665140101798e-6,1.2544388296052832e-5,2.801783068508869e-5,1.1001485464224313e-5
t1818,1.0786185152858682e-5,9.345011605383246e-6,1.2715272556401505e-5,2.5846646793073137e-5,1.0786185152858682e-5
t1819,1.1379292693369867e-5,9.848768268841605e-6,1.394867338572415e-5,3.311840449562967e-5,1.1379292693369867e-5
t1820,1.1773060290403318e-5,1.0300731655918171e-5,1.5191095639309344e-5,4.201769164274572e-5,1.1773060290403318e-5
t1821,1.155461922198629e-5,1.0253834988390056e-5,1.4969588590349544e-5,4.175737981842206e-5,1.155461922198629e-5
t1822,1.1238574842793988e-5,9.802537041994178e-6,1.3786279126078038e-5,3.2338633917146045e-5,1.1238574842793988e-5
t1823,1.131046789724199e-5,9.707365977054133e-6,1.3478652708117405e-5,3.188848734043997e-5,1.131046789724199e-5
t1824,1.137908520120488e-5,9.684729900964961e-6,1.3272054801121355e-5,3.309508749799765e-5,1.137908520120488e-5
t1825,1.1263208474720531e-5,9.182462637929588e-6,1.2362222824318078e-5,2.87925203451507e-5,1.1263208474720531e-5
t1826,1.0941218843895367e-5,8.971743062887448e-6,1.218375476433703e-5,2.841165169168823e-5,1.0941218843895367e-5
t1827,1.0956507342869064e-5,8.937432823325264e-6,1.2184583116615997e-5,2.8445094581006533e-5,1.0956507342869064e-5
t1828,1.0951557671455781e-5,8.905779495023022e-6,1.217193155849835e-5,2.8461409987221863e-5,1.0951557671455781e-5
t1829,1.0956681557184132e-5,8.917558514131834e-6,1.2178682606170743e-5,2.8461634770991535e-5,1.0956681557184132e-5
t1830,1.0979891122634157e-5,9.023374143558835e-6,1.2247474514928555e-5,2.8486809976570693e-5,1.0979891122634157e-5
t1831,1.0803657976819447e-5,9.01241500818294e-6,1.2182521721823681e-5,2.811620949736299e-5,1.0803657976819447e-5
t1832,1.0900185091759022e-5,9.221948027807365e-6,1.243615378247627e-5,2.793254799172193e-5,1.0900185091759022e-5
t1833,1.088703552497404e-5,9.329513739083985e-6,1.2529936500520137e-5,2.7726342281354998e-5,1.088703552497404e-5
t1834,1.0833165088674205e-5,9.354155941454486e-6,1.2552207119144531e-5,2.705944565446411e-5,1.0833165088674205e-5
t1835,1.087987675906757e-5,9.391172973042174e-6,1.2642776883311134e-5,2.709305905201743e-5,1.087987675906757e-5
t1836,1.071995134835222e-5,9.351711107192288e-6,1.2419977212539547e-5,2.6813685855784213e-5,1.071995134835222e-5
t1837,1.0740275326030723e-5,9.339969044629182e-6,1.237924827874003e-5,2.6860056667903484e-5,1.0740275326030723e-5
t1838,1.0775565086763111e-5,9.322543479044408e-6,1.234799991275173e-5,2.6942189585419694e-5,1.0775565086763111e-5
t1839,1.087727367452458e-5,9.336526684506983e-6,1.2493215656560838e-5,2.7147889156394847e-5,1.087727367452458e-5
t1840,1.0985023720008382e-5,9.36262428231681e-6,1.269111772259555e-5,2.7351733054565616e-5,1.0985023720008382e-5
t1841,1.0869977835224288e-5,9.351212252089911e-6,1.2624655549417159e-5,2.7152898842525072e-5,1.0869977835224288e-5
t1842,1.0634020426573332e-5,9.368611090796388e-6,1.281032292417507e-5,2.511145168739e-5,1.0634020426573332e-5
t1843,1.0841753921858594e-5,9.461531028056691e-6,1.286183708227399e-5,2.7801301516615573e-5,1.0841753921858594e-5
t1844,1.0793899664341131e-5,9.56224361939547e-6,1.3122381545605637e-5,2.769550522561198e-5,1.0793899664341131e-5
t1845,1.076613721199748e-5,9.583517120218518e-6,1.3548919408344252e-5,2.6883857842712796e-5,1.076613721199748e-5
t1846,1.0718808424345136e-5,9.423249428262147e-6,1.265407788986249e-5,2.7620074730909537e-5,1.0718808424345136e-5
t1847,1.084767021434231e-5,9.329314486664354e-6,1.2537442628093112e-5,2.7920837815241897e-5,1.084767021434231e-5
t1848,1.0948481648667599e-5,9.218301480535034e-6,1.2442472689177324e-5,2.8066260944093592e-5,1.0948481648667599e-5
t1849,1.1024436529156259e-5,9.106296318558822e-6,1.232691676761066e-5,2.8172689302209946e-5,1.1024436529156259e-5
t1850,1.1088861536981436e-5,9.052526685878503e-6,1.2271935158881212e-5,2.8282491819886176e-5,1.1088861536981436e-5
t1851,1.0938500781220617e-5,8.84793179896699e-6,1.2067290380869273e-5,2.8008590384341312e-5,1.0938500781220617e-5
t1852,1.1038146218288689e-5,8.919402296883063e-6,1.2126296160218642e-5,2.8174503993056126e-5,1.1038146218288689e-5
t1853,1.1151780747591472e-5,9.016614383683588e-6,1.2164325316821838e-5,2.8199885627751902e-5,1.1151780747591472e-5
t1854,1.090855808310657e-5,9.078819757766936e-6,1.1846500797054218e-5,2.5526763408960693e-5,1.090855808310657e-5
t1855,1.0892864504959856e-5,9.34151710231873e-6,1.2721060731483357e-5,2.565261990897958e-5,1.0892864504959856e-5
t1856,1.0701293460470139e-5,9.437815409536345e-6,1.3068812301451205e-5,2.548875347913257e-5,1.0701293460470139e-5
t1857,1.086058040343273e-5,9.508532816820742e-6,1.2962683352478682e-5,2.698678705262922e-5,1.086058040343273e-5
t1858,1.0787653670994259e-5,9.509373310936964e-6,1.2909024835357655e-5,2.686340351785425e-5,1.0787653670994259e-5
t1859,1.0734258102553086e-5,9.51186223254899e-6,1.2853225637610938e-5,2.675592921238805e-5,1.0734258102553086e-5
t1860,1.074983463195807e-5,9.527888343259849e-6,1.2908136603186927e-5,2.6779496663035455e-5,1.074983463195807e-5
t1861,1.0561890711584709e-5,9.485331258783072e-6,1.2693336025359739e-5,2.6498102360001788e-5,1.0561890711584709e-5
t1862,1.0660018114454707e-5,9.515436788856306e-6,1.2846221740853801e-5,2.664282909335527e-5,1.0660018114454707e-5
t1863,1.0737757646383264e-5,9.524728269168745e-6,1.2923543500833506e-5,2.6782029890555206e-5,1.0737757646383264e-5
t1864,1.0849664939025864e-5,9.540586803343496e-6,1.3081180913777764e-5,2.6972260746856868e-5,1.0849664939025864e-5
t1865,1.1008746265424988e-5,9.579073996968542e-6,1.3230942911815581e-5,2.7497238774099242e-5,1.1008746265424988e-5
t1866,1.0768967401517538e-5,9.484863754833682e-6,1.3301822053231884e-5,2.578438963160718e-5,1.0768967401517538e-5
t1867,1.2511575755969013e-5,1.1318109007057308e-5,1.8213330835695207e-5,9.189620430737824e-5,1.2511575755969013e-5
t1868,1.1301206846378195e-5,1.0002525885052253e-5,1.4718791360012048e-5,3.2961249798734295e-5,1.1301206846378195e-5
t1869,1.1344153592031504e-5,9.990802352015788e-6,1.4651198839627317e-5,3.3142789250906196e-5,1.1344153592031504e-5
t1870,1.1405762221217375e-5,9.8874832815797e-6,1.4201890671099794e-5,3.2902214033895504e-5,1.1405762221217375e-5
t1871,1.1146017066587397e-5,9.596719923055353e-6,1.3213624105519159e-5,3.0245009399957672e-5,1.1146017066587397e-5
t1872,1.0961775261322823e-5,9.124158144432687e-6,1.2038925563655674e-5,2.589802569395968e-5,1.0961775261322823e-5
t1873,1.1048208765593578e-5,8.966145937866631e-6,1.1681963005266073e-5,2.5939504130358478e-5,1.1048208765593578e-5
t1874,1.1159341427685557e-5,8.861595291030181e-6,1.1565120965103592e-5,2.592913014774447e-5,1.1159341427685557e-5
t1875,1.1175304982148343e-5,8.76992854977393e-6,1.1480762923386753e-5,2.5899153179600633e-5,1.1175304982148343e-5
t1876,1.0832884348937598e-5,8.619412596221123e-6,1.1359651165525952e-5,2.574949293257278e-5,1.0832884348937598e-5
t1877,1.0773760339132802e-5,8.695056683729485e-6,1.1445355649542866e-5,2.5712028564620975e-5,1.0773760339132802e-5
t1878,1.0782298966290715e-5,9.038593666562106e-6,1.1819791801403955e-5,2.579783177838385e-5,1.0782298966290715e-5
t1879,1.2551308137462099e-5,1.1279202329252729e-5,1.762730543821078e-5,0.00010232520910887795,1.2551308137462099e-5
t1880,1.0854742850460477e-5,9.45189058837846e-6,1.3153297033316711e-5,2.5868461563669003e-5,1.0854742850460477e-5
t1881,1.0889369018367735e-5,9.518433235427424e-6,1.2829402467218439e-5,2.7583462880004542e-5,1.0889369018367735e-5
t1882,1.0833285313576167e-5,9.52789117507803e-6,1.286496098871061e-5,2.752525766835031e-5,1.0833285313576167e-5
t1883,1.0777853702432635e-5,9.529028862005823e-6,1.2810660459061918e-5,2.74651311630621e-5,1.0777853702432635e-5
t1884,1.076853587050864e-5,9.541942071049267e-6,1.2848406468395862e-5,2.747838313470328e-5,1.076853587050864e-5
t1885,1.0819363584466668e-5,9.566609425743315e-6,1.2972446994614092e-5,2.757298070183392e-5,1.0819363584466668e-5
t1886,1.06997107891876e-5,9.547141683532411e-6,1.2857518912193367e-5,2.73818390189875e-5,1.06997107891876e-5
t1887,1.079837189535903e-5,9.56898290495406e-6,1.2986582950682895e-5,2.7523099725120134e-5,1.079837189535903e-5
t1888,1.0883513650285346e-5,9.5921896287584e-6,1.3133594826821289e-5,2.7686964722838096e-5,1.0883513650285346e-5
t1889,1.0998768632361428e-5,9.618945449851777e-6,1.3274190903187073e-5,2.799338136943946e-5,1.0998768632361428e-5
t1890,1.0841439505351746e-5,9.527282515638623e-6,1.3506093910091659e-5,2.5978993166674262e-5,1.0841439505351746e-5
t1891,1.1491119903107143e-5,1.0399829356444576e-5,1.5572211846078554e-5,4.366737730515581e-5,1.1491119903107143e-5
t1892,1.1497946960947501e-5,1.0416964059493545e-5,1.5768296062712346e-5,4.1893225281447746e-5,1.1497946960947501e-5
t1893,1.1828719862040722e-5,1.048155354588886e-5,1.5214599155440696e-5,4.5232150798221e-5,1.1828719862040722e-5
t1894,1.127902726715742e-5,9.875918619230933e-6,1.422819530551241e-5,3.1997981598118454e-5,1.127902726715742e-5
t1895,1.1340638530968116e-5,9.757387563032768e-6,1.3665167033572062e-5,3.2282394334881636e-5,1.1340638530968116e-5
t1896,1.0842731610671156e-5,9.192543289878527e-6,1.222165823502156e-5,2.6555937906422343e-5,1.0842731610671156e-5
t1897,1.0957136272967566e-5,9.07304073829834e-6,1.1914290469232675e-5,2.7010676577495984e-5,1.0957136272967566e-5
t1898,1.0982302410614932e-5,8.885622266434112e-6,1.1618926849297037e-5,2.5982962316588272e-5,1.0982302410614932e-5
t1899,1.1044439728584406e-5,8.852498440855978e-6,1.1553662913319076e-5,2.599250225924985e-5,1.1044439728584406e-5
t1900,1.1081893595056553e-5,8.883548044538612e-6,1.1555273160519578e-5,2.5925037206341374e-5,1.1081893595056553e-5
t1901,1.1008934417411045e-5,8.800470403973619e-6,1.19744167282861e-5,2.8153743021266716e-5,1.1008934417411045e-5
t1902,1.0953369697112193e-5,9.110936556861546e-6,1.2259704088081404e-5,2.8118691583629327e-5,1.0953369697112193e-5
t1903,1.1230590041055751e-5,9.702562542758205e-6,1.3374547440117156e-5,3.239978144135036e-5,1.1230590041055751e-5
t1904,1.0776818500687917e-5,9.492160981294496e-6,1.3343332135043688e-5,2.5944344561104327e-5,1.0776818500687917e-5
t1905,1.0982667767147783e-5,9.593868791512035e-6,1.3291926481500726e-5,2.787562294159926e-5,1.0982667767147783e-5
t1906,1.06947832142465e-5,9.532055466166509e-6,1.2863985203188716e-5,2.735551900892298e-5,1.06947832142465e-5
t1907,1.0525645441728611e-5,9.499978420422376e-6,1.2579705016573417e-5,2.706454574029581e-5,1.0525645441728611e-5
t1908,1.0656767137631427e-5,9.562621747824357e-6,1.2855851894596237e-5,2.7307169161447567e-5,1.0656767137631427e-5
t1909,1.0736371224536042e-5,9.585476551692162e-6,1.298897239666172e-5,2.7374604194278314e-5,1.0736371224536042e-5
t1910,1.0811962477173e-5,9.60746699632162e-6,1.3105610116613893e-5,2.750635435668352e-5,1.0811962477173e-5
t1911,1.075296453778805e-5,9.593637703551672e-6,1.3031857525721797e-5,2.740068007452883e-5,1.075296453778805e-5
t1912,1.0896095162376472e-5,9.625240048499262e-6,1.3294298796249169e-5,2.7646115686544575e-5,1.0896095162376472e-5
t1913,1.1060261429622446e-5,9.652868069936257e-6,1.3487490671946272e-5,2.7859819844548307e-5,1.1060261429622446e-5
t1914,1.0920018796262371e-5,9.570956180182144e-6,1.3701930735448307e-5,2.5914278584027323e-5,1.0920018796262371e-5
t1915,1.1285646361202516e-5,9.869217421852583e-6,1.4435959603310299e-5,3.049404108530994e-5,1.1285646361202516e-5
t1916,1.1204138734711133e-5,1.0054061298890193e-5,1.4874079665103363e-5,3.337029139015587e-5,1.1204138734711133e-5
t1917,1.248866716368414e-5,1.1431482418048225e-5,1.8593328689051887e-5,9.411259229982733e-5,1.248866716368414e-5
t1918,1.1366865215593835e-5,9.965379532091458e-6,1.4422972581308833e-5,3.3444350237392155e-5,1.1366865215593835e-5
t1919,1.146486605802057e-5,9.85300179122775e-6,1.3922418597825954e-5,3.355144338290648e-5,1.146486605802057e-5
t1920,1.1151778895523033e-5,9.244820022408575e-6,1.2327209688792979e-5,2.6038110501702376e-5,1.1151778895523033e-5
t1921,1.0946082611793482e-5,9.036261082156648e-6,1.1756719956934766e-5,2.5491829072063e-5,1.0946082611793482e-5
t1922,1.0970910874304051e-5,8.91327169052037e-6,1.1555405039703875e-5,2.5468406178554743e-5,1.0970910874304051e-5
t1923,1.092923806684623e-5,8.793475272477007e-6,1.1421149790217808e-5,2.5564918930158205e-5,1.092923806684623e-5
t1924,1.1113417949487162e-5,8.887116397368508e-6,1.2030348274731681e-5,2.8034069699087776e-5,1.1113417949487162e-5
t1925,1.1081266167291859e-5,9.028969061877523e-6,1.2190133535157099e-5,2.7950111389377656e-5,1.1081266167291859e-5
t1926,1.080480600242665e-5,9.076989642114496e-6,1.217634058263726e-5,2.747946369824431e-5,1.080480600242665e-5
t1927,1.0748563725280729e-5,9.37549108113558e-6,1.2545884487568257e-5,2.7311689707651648e-5,1.0748563725280729e-5
t1928,1.079501036949279e-5,9.514168822684201e-6,1.3042253672131521e-5,2.7168799758702553e-5,1.079501036949279e-5
t1929,1.0801488719696799e-5,9.530800553869884e-6,1.308543766540615e-5,2.6838869703951152e-5,1.0801488719696799e-5
t1930,1.0813330912647218e-5,9.548823271729029e-6,1.3097868147725885e-5,2.6804401649770334e-5,1.0813330912647218e-5
t1931,1.0614610070223818e-5,9.527742795200635e-6,1.2851046327952936e-5,2.6418727121507956e-5,1.0614610070223818e-5
t1932,1.0635695841643399e-5,9.543417066038335e-6,1.2899613650336327e-5,2.64346208922317e-5,1.0635695841643399e-5
t1933,1.0687986061029547e-5,9.559578081637275e-6,1.2988424437465095e-5,2.652218377038741e-5,1.0687986061029547e-5
t1934,1.0731577514768512e-5,9.585783464855812e-6,1.3129341992873291e-5,2.6610824359182978e-5,1.0731577514768512e-5
t1935,1.0814391629503668e-5,9.61114359123941e-6,1.3316794986033949e-5,2.6788378288912637e-5,1.0814391629503668e-5
t1936,1.0668681388273223e-5,9.587227768785542e-6,1.3176956043655952e-5,2.6546525234944658e-5,1.0668681388273223e-5
t1937,1.0716842497499115e-5,9.60658320421142e-6,1.334007700570235e-5,2.6680109456382592e-5,1.0716842497499115e-5
t1938,1.0759390193700551e-5,9.667225311509173e-6,1.3484129611119082e-5,2.7499423804838183e-5,1.0759390193700551e-5
t1939,1.0695125843528234e-5,9.620520146133075e-6,1.3235827206688699e-5,2.7293894353129882e-5,1.0695125843528234e-5
t1940,1.0708299008872083e-5,9.668625596121366e-6,1.341883163998806e-5,2.7273646534496138e-5,1.0708299008872083e-5
t1941,1.0582501710553097e-5,9.614491145290324e-6,1.309720359633515e-5,2.7020511363120324e-5,1.0582501710553097e-5
t1942,1.082780326602848e-5,9.560957666903826e-6,1.299762769641705e-5,2.7377305230594325e-5,1.082780326602848e-5
t1943,1.08684162025729e-5,9.354958434791735e-6,1.2722130535464417e-5,2.5297049772357082e-5,1.08684162025729e-5
t1944,1.1026839428593144e-5,9.235871362449015e-6,1.2235052595424051e-5,2.54240938485999e-5,1.1026839428593144e-5
t1945,1.110463736292253e-5,9.110326187652446e-6,1.1853762200997633e-5,2.5478249169718396e-5,1.110463736292253e-5
t1946,1.08390610435619e-5,8.941023960581777e-6,1.1525776630360366e-5,2.5099478996954454e-5,1.08390610435619e-5
t1947,1.1119145986291006e-5,8.929297491987416e-6,1.2024518972868432e-5,2.787416852978178e-5,1.1119145986291006e-5
t1948,1.1148787670582474e-5,8.972161993023248e-6,1.2087003527057144e-5,2.798004037272287e-5,1.1148787670582474e-5
t1949,1.0830161403433634e-5,9.038517094021628e-6,1.1599306474810418e-5,2.5331884469227135e-5,1.0830161403433634e-5
t1950,1.1047108249514424e-5,9.181399882090181e-6,1.2310079423656094e-5,2.788272063775835e-5,1.1047108249514424e-5
t1951,1.0692986879045591e-5,9.345909337103198e-6,1.2401944285116177e-5,2.7273436478211607e-5,1.0692986879045591e-5
t1952,1.0752552490663469e-5,9.514877722015165e-6,1.2904539390074866e-5,2.7471898045439457e-5,1.0752552490663469e-5
t1953,1.0750263365287587e-5,9.515081353750796e-6,1.2993269576059267e-5,2.6764215014699594e-5,1.0750263365287587e-5
t1954,1.0789321351987486e-5,9.548510859280635e-6,1.3113163332140666e-5,2.685107665497103e-5,1.0789321351987486e-5
t1955,1.084249811357772e-5,9.575813438686344e-6,1.3211329853396202e-5,2.6940025415733594e-5,1.084249811357772e-5
t1956,1.0670069272035768e-5,9.539966559082435e-6,1.2938186879232206e-5,2.6613515927009147e-5,1.0670069272035768e-5
t1957,1.0706074401152698e-5,9.53326677545213e-6,1.2905127411722961e-5,2.6675258664939007e-5,1.0706074401152698e-5
t1958,1.0715575429790856e-5,9.536010000126884e-6,1.2907660907613066e-5,2.6704667083592606e-5,1.0715575429790856e-5
t1959,1.0750450254748496e-5,9.540401638112646e-6,1.297022242736212e-5,2.682108794822864e-5,1.0750450254748496e-5
t1960,1.087696321055169e-5,9.59674656733669e-6,1.3202773579446541e-5,2.7595388436460635e-5,1.087696321055169e-5
t1961,1.0741202714576e-5,9.570367602231176e-6,1.3037861889991457e-5,2.7552109439074092e-5,1.0741202714576e-5
t1962,1.0822385521089687e-5,9.564636035177966e-6,1.3096692522967685e-5,2.7540803270890068e-5,1.0822385521089687e-5
t1963,1.2508065630808083e-5,1.1420964231338809e-5,1.7686909614614736e-5,9.862761773874802e-5,1.2508065630808083e-5
t1964,1.1281616466874855e-5,1.0118457753814517e-5,1.4347938212338726e-5,3.6252023077598356e-5,1.1281616466874855e-5
t1965,1.1422788458232733e-5,1.0105773205985172e-5,1.4302076615472018e-5,3.653504254404679e-5,1.1422788458232733e-5
t1966,1.1207911860991866e-5,9.93020532263876e-6,1.4143354479470398e-5,3.3536323863560074e-5,1.1207911860991866e-5
t1967,1.1177050775156855e-5,9.635449989843302e-6,1.3308853973943565e-5,3.0243666391800453e-5,1.1177050775156855e-5
t1968,1.1038022332752784e-5,9.189464033296371e-6,1.2169059518090412e-5,2.584531278871288e-5,1.1038022332752784e-5
t1969,1.1156901469653145e-5,9.034498621979149e-6,1.1745040009707414e-5,2.5713284713499145e-5,1.1156901469653145e-5
t1970,1.1298134690414835e-5,8.861364780637071e-6,1.1499091337647313e-5,2.559285769689952e-5,1.1298134690414835e-5
t1971,1.1038410745975391e-5,8.649842236519647e-6,1.1302333929738658e-5,2.5423529436622503e-5,1.1038410745975391e-5
t1972,1.1052071274915027e-5,8.582341723488767e-6,1.1234381951461535e-5,2.543387846107983e-5,1.1052071274915027e-5
t1973,1.110134059063058e-5,8.632486846865598e-6,1.127746856881286e-5,2.5499882323238747e-5,1.110134059063058e-5
t1974,1.1067701471695328e-5,8.752593106961695e-6,1.1397138635684509e-5,2.551914264476099e-5,1.1067701471695328e-5
t1975,1.1028339823557028e-5,8.983593978733261e-6,1.1641538505567956e-5,2.565088266941232e-5,1.1028339823557028e-5
t1976,1.0814570936660184e-5,9.089363259614765e-6,1.1923852924202192e-5,2.55899523074612e-5,1.0814570936660184e-5
t1977,1.10459052576909e-5,9.335461563730144e-6,1.243627673999169e-5,2.7924817730238336e-5,1.10459052576909e-5
t1978,1.0950332587875396e-5,9.412256339194462e-6,1.263136045310636e-5,2.7864036210163126e-5,1.0950332587875396e-5
t1979,1.0921519712737697e-5,9.444018170004548e-6,1.2718209867297464e-5,2.783329286050463e-5,1.0921519712737697e-5
t1980,1.0964987498198867e-5,9.459348391389367e-6,1.2762195998553319e-5,2.7894296339926306e-5,1.0964987498198867e-5
t1981,1.0890707077772774e-5,9.41677960735795e-6,1.2580320227645655e-5,2.7742141015943893e-5,1.0890707077772774e-5
t1982,1.1032825264515385e-5,9.40702898441375e-6,1.2571238290086995e-5,2.794028045218572e-5,1.1032825264515385e-5
t1983,1.0859750127883724e-5,9.363321141289034e-6,1.2791785057630622e-5,2.6020021021683097e-5,1.0859750127883724e-5
t1984,1.0966405140754729e-5,9.327038921057377e-6,1.261961941986484e-5,2.5959726082463403e-5,1.0966405140754729e-5
t1985,1.1009788319685899e-5,9.318963227382643e-6,1.2563178092694551e-5,2.5971843039496853e-5,1.1009788319685899e-5
t1986,1.1223735367787716e-5,9.803330153415677e-6,1.3709422745631092e-5,3.3359519773023284e-5,1.1223735367787716e-5
t1987,1.1315879420274496e-5,9.830837933788347e-6,1.3857343141923971e-5,3.328088793827456e-5,1.1315879420274496e-5
t1988,1.2452100896445289e-5,1.108553479025968e-5,1.7188681813333526e-5,8.19564438954956e-5,1.2452100896445289e-5
t1989,1.135037501379606e-5,9.847795214287759e-6,1.393172469157155e-5,3.328960503997201e-5,1.135037501379606e-5
t1990,1.1441887149833827e-5,9.796466755671432e-6,1.3711051060895417e-5,3.325358561833551e-5,1.1441887149833827e-5
t1991,1.0805254922681367e-5,9.202377324179947e-6,1.227523998979039e-5,2.5956453911040072e-5,1.0805254922681367e-5
t1992,1.0863774120802948e-5,9.03268467933487e-6,1.1858437362241498e-5,2.589659625299136e-5,1.0863774120802948e-5
t1993,1.094728982012909e-5,8.854764656341584e-6,1.1537218331918081e-5,2.6003876650039546e-5,1.094728982012909e-5
t1994,1.105433492617955e-5,8.72195937192178e-6,1.1360426499554052e-5,2.5870146357842222e-5,1.105433492617955e-5
t1995,1.113541478760641e-5,8.657465938055178e-6,1.1263973545644336e-5,2.5710435124417003e-5,1.113541478760641e-5
t1996,1.0894296423759993e-5,8.564114729464749e-6,1.1174709747879206e-5,2.5628693433252675e-5,1.0894296423759993e-5
t1997,1.0918254851407826e-5,8.575004404594658e-6,1.1184722296984054e-5,2.5632632174642242e-5,1.0918254851407826e-5
t1998,1.0946783827120585e-5,8.663600023802832e-6,1.1274619120387608e-5,2.569251293594798e-5,1.0946783827120585e-5
t1999,1.0989542056645803e-5,8.832355777972314e-6,1.1451329075758863e-5,2.574762276452823e-5,1.0989542056645803e-5
t2000,1.1019353189222208e-5,9.017233124803302e-6,1.1775855474732855e-5,2.5795828431607737e-5,1.1019353189222208e-5
t2001,1.0903185743050198e-5,9.178820306072242e-6,1.224309619257557e-5,2.5811078045551298e-5,1.0903185743050198e-5
t2002,1.0987903280568637e-5,9.298997513982527e-6,1.2549896023982512e-5,2.5778858180407924e-5,1.0987903280568637e-5
t2003,1.1054287547385655e-5,9.353437814075158e-6,1.2739696489206986e-5,2.5784589433769045e-5,1.1054287547385655e-5
t2004,1.1102899802923189e-5,9.371527576266838e-6,1.2803965753582872e-5,2.573879011242614e-5,1.1102899802923189e-5
t2005,1.114065985414299e-5,9.37064982228405e-6,1.2784967342780209e-5,2.567815161682803e-5,1.114065985414299e-5
t2006,1.0990251702408222e-5,9.359337342361227e-6,1.2751536687620283e-5,2.5664466050802277e-5,1.0990251702408222e-5
t2007,1.1025183661235285e-5,9.341984446636464e-6,1.2664864526165831e-5,2.5752923745614872e-5,1.1025183661235285e-5
t2008,1.1046016312898348e-5,9.332660211667679e-6,1.2626980370293648e-5,2.5730007014464313e-5,1.1046016312898348e-5
t2009,1.107751831669143e-5,9.376666459030996e-6,1.2797640628084983e-5,2.5811118218680102e-5,1.107751831669143e-5
t2010,1.110637693294977e-5,9.445802309287722e-6,1.3079002607090775e-5,2.6020947270656106e-5,1.110637693294977e-5
t2011,1.0912778754746082e-5,9.462586935173747e-6,1.3174040391940548e-5,2.5930616207983285e-5,1.0912778754746082e-5
t2012,1.122917466409378e-5,9.806717811652776e-6,1.4058418370751002e-5,3.015435627888986e-5,1.122917466409378e-5
t2013,1.3211067361986985e-5,1.1974976911515359e-5,2.0047906956649014e-5,0.00023062026856308105,1.3211067361986985e-5
t2014,1.140810080648693e-5,9.723374790031917e-6,1.3678435179906136e-5,3.0229911185208586e-5,1.140810080648693e-5
t2015,1.1241262823690777e-5,9.344087057921828e-6,1.2674330056249907e-5,2.5986114616067876e-5,1.1241262823690777e-5
t2016,1.1204639717594683e-5,9.197587752080187e-6,1.2059451079982719e-5,2.5672015564874924e-5,1.1204639717594683e-5
t2017,1.1404283141002356e-5,9.108620022534018e-6,1.174771641053094e-5,2.5796535085190452e-5,1.1404283141002356e-5
t2018,1.147191124224095e-5,9.055656001574367e-6,1.1591190237129343e-5,2.5668695389193025e-5,1.147191124224095e-5
t2019,1.1487701929312103e-5,9.048096324081929e-6,1.1542291309493111e-5,2.569569125243389e-5,1.1487701929312103e-5
t2020,1.1438844473512502e-5,9.063535355222443e-6,1.155480582770547e-5,2.562669426785895e-5,1.1438844473512502e-5
t2021,1.1422517462360379e-5,9.033604138934017e-6,1.2129875550936443e-5,2.8076575656495084e-5,1.1422517462360379e-5
