Segment,1,2,3,4,Total
t6593,1.0740318071621229e-5,9.656125049762995e-6,1.2674374024668761e-5,3.2126800147288545e-5,1.0740318071621229e-5
t6594,1.1055010944252349e-5,9.853653341695834e-6,1.3111983733062365e-5,3.4776029390574346e-5,1.1055010944252349e-5
t6595,1.1071254291373961e-5,9.778746208430027e-6,1.3005579785163606e-5,3.227057904315275e-5,1.1071254291373961e-5
t6596,1.0920500808297848e-5,9.78725038768859e-6,1.304454398944334e-5,3.22931630909337e-5,1.0920500808297848e-5
t6597,1.1030327392626407e-5,9.719309146336856e-6,1.2909437518030636e-5,3.155472013678367e-5,1.1030327392626407e-5
t6598,1.1179342198175611e-5,9.656740398329398e-6,1.2690402822845964e-5,3.173035430330078e-5,1.1179342198175611e-5
t6599,1.1349559447235992e-5,9.509314936162305e-6,1.2390519883545334e-5,3.1798143682289925e-5,1.1349559447235992e-5
t6600,1.148383405341633e-5,9.27750704667891e-6,1.1874123765024259e-5,3.0801723554216934e-5,1.148383405341633e-5
t6601,1.1292445229390507e-5,8.990630053030726e-6,1.1450901616656088e-5,3.059459897498351e-5,1.1292445229390507e-5
t6602,1.1407604263029466e-5,8.819450747852491e-6,1.12308084847338e-5,3.05724713565509e-5,1.1407604263029466e-5
t6603,1.1470509732919496e-5,8.741296441864533e-6,1.120113292567673e-5,3.162331272686279e-5,1.1470509732919496e-5
t6604,1.1414270050721578e-5,8.652887162186129e-6,1.1115656164081475e-5,3.147701205462173e-5,1.1414270050721578e-5
t6605,1.1401894633464246e-5,8.688630522248007e-6,1.119709351988829e-5,3.161803294758628e-5,1.1401894633464246e-5
t6606,1.1131157142091825e-5,8.94411828932676e-6,1.1544589856009885e-5,3.1527241587716817e-5,1.1131157142091825e-5
t6607,1.1084292084228492e-5,9.4342198153875e-6,1.217864703288474e-5,3.201011289121399e-5,1.1084292084228492e-5
t6608,1.1098356584607022e-5,9.631739062358103e-6,1.2572170701123058e-5,3.238138705513969e-5,1.1098356584607022e-5
t6609,1.1214609029928788e-5,9.69775597812923e-6,1.2795399612544265e-5,3.193273656974949e-5,1.1214609029928788e-5
t6610,1.1353783633792147e-5,9.712769545082718e-6,1.2907650970906307e-5,3.1488806594305894e-5,1.1353783633792147e-5
t6611,1.1254000859476999e-5,9.757743781194226e-6,1.306918164228533e-5,3.159481503480683e-5,1.1254000859476999e-5
t6612,1.1350274279388764e-5,9.773951553180846e-6,1.3124010576483259e-5,3.168492860728544e-5,1.1350274279388764e-5
t6613,1.1401720628118738e-5,9.775201450337222e-6,1.3125629885517413e-5,3.170699483476678e-5,1.1401720628118738e-5
t6614,1.1413366218463155e-5,9.771991807089978e-6,1.3103477532300788e-5,3.169692499499641e-5,1.1413366218463155e-5
t6615,1.1394417676066464e-5,9.762625127518202e-6,1.2987378550193067e-5,3.2133607253726794e-5,1.1394417676066464e-5
t6616,1.1036543784115043e-5,9.724252108699204e-6,1.2765608230073905e-5,3.214215349647e-5,1.1036543784115043e-5
t6617,1.1008272514556835e-5,9.724534657147982e-6,1.2654458684976033e-5,3.270611145149785e-5,1.1008272514556835e-5
t6618,1.1187036808297392e-5,9.915591904630709e-6,1.3073109674060935e-5,3.6252034864924164e-5,1.1187036808297392e-5
t6619,1.1214393799589896e-5,9.948943816050972e-6,1.3179475463642474e-5,3.625748520854944e-5,1.1214393799589896e-5
t6620,1.1321264389260536e-5,9.950119161551247e-6,1.3178168959519813e-5,3.629175276369152e-5,1.1321264389260536e-5
t6621,1.0987575483178165e-5,9.751936097112105e-6,1.2695297005574812e-5,3.297590771910627e-5,1.0987575483178165e-5
t6622,1.1230427088449283e-5,9.653330780351437e-6,1.2466450399962058e-5,3.2953988270472505e-5,1.1230427088449283e-5
t6623,1.1397027508469728e-5,9.467058418302103e-6,1.2105313548893389e-5,3.203326958914348e-5,1.1397027508469728e-5
t6624,1.1647062089267254e-5,9.256042680040689e-6,1.1826185198102786e-5,3.219479167080202e-5,1.1647062089267254e-5
t6625,1.1800314066332303e-5,8.964454309813252e-6,1.1461896314307112e-5,3.2152665030482865e-5,1.1800314066332303e-5
t6626,1.1523519269317596e-5,8.808118077697772e-6,1.1236274669790271e-5,3.1848246226717107e-5,1.1523519269317596e-5
t6627,1.1634322559313668e-5,8.74751277940204e-6,1.116535478195364e-5,3.189509377482503e-5,1.1634322559313668e-5
t6628,1.1642445664302074e-5,8.704347543331443e-6,1.1117069033607814e-5,3.184934708765653e-5,1.1642445664302074e-5
t6629,1.163269110334608e-5,8.76193360576834e-6,1.1198732712483213e-5,3.182187937919008e-5,1.163269110334608e-5
t6630,1.1579020742687743e-5,9.026641762840474e-6,1.1568420179941627e-5,3.203358859317827e-5,1.1579020742687743e-5
t6631,1.1181000333355558e-5,9.465042483748248e-6,1.2128451777454093e-5,3.230367888425024e-5,1.1181000333355558e-5
t6632,1.1135336604586553e-5,9.6248114746433e-6,1.2441689792639025e-5,3.220274343509894e-5,1.1135336604586553e-5
t6633,1.1223465982411812e-5,9.700142179705702e-6,1.2748264640291246e-5,3.179928391140067e-5,1.1223465982411812e-5
t6634,1.1339741138015606e-5,9.743433638097255e-6,1.2931527190746001e-5,3.190051251065569e-5,1.1339741138015606e-5
t6635,1.1439788171142398e-5,9.760931420103608e-6,1.3002950688314711e-5,3.189387431617952e-5,1.1439788171142398e-5
t6636,1.1286704475812553e-5,9.779262448229111e-6,1.3081627017952705e-5,3.191582749482636e-5,1.1286704475812553e-5
t6637,1.1328799589230402e-5,9.77929211813008e-6,1.307849521536488e-5,3.1942967222167884e-5,1.1328799589230402e-5
t6638,1.133105000431646e-5,9.77229942572576e-6,1.3046724149631293e-5,3.19415101880528e-5,1.133105000431646e-5
t6639,1.1353447331078896e-5,9.789607674089774e-6,1.3060286512217087e-5,3.247674002373705e-5,1.1353447331078896e-5
t6640,1.1330201035359709e-5,9.755275002443105e-6,1.2896819560403498e-5,3.232994525271207e-5,1.1330201035359709e-5
t6641,1.10320658196471e-5,9.74942189164249e-6,1.2768859362777847e-5,3.278195512989419e-5,1.10320658196471e-5
t6642,1.1079934836360127e-5,9.762967838763137e-6,1.280185305343447e-5,3.2796585504719865e-5,1.1079934836360127e-5
t6643,1.1100542786042397e-5,9.809281907688979e-6,1.2938298953764696e-5,3.310913784051597e-5,1.1100542786042397e-5
t6644,1.116043919229619e-5,9.8070633643813e-6,1.2932500175178677e-5,3.3123404327829926e-5,1.116043919229619e-5
t6645,1.1225249428222258e-5,9.742067953433922e-6,1.2728070823558495e-5,3.279599053515793e-5,1.1225249428222258e-5
t6646,1.1043127429153922e-5,9.614909528481396e-6,1.2461539281596306e-5,3.2677106540384146e-5,1.1043127429153922e-5
t6647,1.115580108887626e-5,9.397656150171951e-6,1.2064310402992638e-5,3.2161372184959067e-5,1.115580108887626e-5
t6648,1.128389061716593e-5,9.068178200653895e-6,1.1723798300184657e-5,3.212041589212468e-5,1.128389061716593e-5
t6649,1.134994977126678e-5,8.811308696983498e-6,1.1411784787628161e-5,3.160501621200805e-5,1.134994977126678e-5
t6650,1.144512938090945e-5,8.669189464190191e-6,1.1232278992475271e-5,3.154045800824675e-5,1.144512938090945e-5
t6651,1.1207688161744362e-5,8.567840086655464e-6,1.1128812822824988e-5,3.1409399863330446e-5,1.1207688161744362e-5
t6652,1.1274574106683208e-5,8.586342867346826e-6,1.116123954693438e-5,3.1470397370311184e-5,1.1274574106683208e-5
t6653,1.1329864011884619e-5,8.724951089296464e-6,1.1318794774103618e-5,3.1530858136120836e-5,1.1329864011884619e-5
t6654,1.1234219527968974e-5,9.017205573019935e-6,1.1735627300914428e-5,3.156772329949681e-5,1.1234219527968974e-5
t6655,1.119403377820185e-5,9.510781578427727e-6,1.252197251418044e-5,3.255727777982987e-5,1.119403377820185e-5
t6656,1.104380750496559e-5,9.817654907857111e-6,1.4015538353434522e-5,3.16582957588049e-5,1.104380750496559e-5
t6657,1.118186330121486e-5,9.862113593025338e-6,1.3637019507019626e-5,3.190516912800155e-5,1.118186330121486e-5
t6658,1.1107238552697851e-5,9.933788024966791e-6,1.3894309724708111e-5,3.272904045749428e-5,1.1107238552697851e-5
t6659,1.1058932408287424e-5,9.950060078823758e-6,1.391083757172724e-5,3.263267512723934e-5,1.1058932408287424e-5
t6660,1.108629734078304e-5,9.978160689753641e-6,1.4038433620959724e-5,3.2743353471773215e-5,1.108629734078304e-5
t6661,1.0921396487377062e-5,9.9517935761403e-6,1.3874977283542835e-5,3.2516020202709356e-5,1.0921396487377062e-5
t6662,1.0988020085788812e-5,9.965619065865137e-6,1.3945279870612865e-5,3.2603496671592416e-5,1.0988020085788812e-5
t6663,1.1085294184082745e-5,9.977441805824033e-6,1.4038822821020557e-5,3.272385536164117e-5,1.1085294184082745e-5
t6664,1.1194011852159099e-5,9.976686113669103e-6,1.4085228059642836e-5,3.2813609823671004e-5,1.1194011852159099e-5
t6665,1.1129729089962435e-5,9.944537052660015e-6,1.465164029910179e-5,3.17709741846119e-5,1.1129729089962435e-5
t6666,1.1152348562839364e-5,9.996139676290865e-6,1.466861983726259e-5,3.269891863287971e-5,1.1152348562839364e-5
t6667,1.1277191140952247e-5,1.0035755642835525e-5,1.485005399751624e-5,3.27181449076952e-5,1.1277191140952247e-5
t6668,1.12500668067333e-5,1.0014445846708603e-5,1.4818150551302673e-5,3.221477213532183e-5,1.12500668067333e-5
t6669,1.1305207412954092e-5,9.985184640613232e-6,1.4568915307476778e-5,3.259741020964898e-5,1.1305207412954092e-5
t6670,1.1608640163685894e-5,1.0221748511460447e-5,1.4945129265235036e-5,4.0054816602628304e-5,1.1608640163685894e-5
t6671,1.1186666867132405e-5,9.764002804268004e-6,1.3622601122772139e-5,3.196846954714833e-5,1.1186666867132405e-5
t6672,1.1296082015809034e-5,9.61323185601657e-6,1.3136441997334353e-5,3.160088576417616e-5,1.1296082015809034e-5
t6673,1.1409166036918552e-5,9.468093996216714e-6,1.2799030442534617e-5,3.164953968294274e-5,1.1409166036918552e-5
t6674,1.1478748492696377e-5,9.372679830664739e-6,1.2554249633416823e-5,3.1717244770566284e-5,1.1478748492696377e-5
t6675,1.1602823066839073e-5,9.229973942606434e-6,1.235688897135785e-5,3.16601761795261e-5,1.1602823066839073e-5
t6676,1.1380427382931164e-5,9.140771647918613e-6,1.227561179552626e-5,3.164397796210496e-5,1.1380427382931164e-5
t6677,1.1428371174997105e-5,9.176962208539303e-6,1.2302044665793001e-5,3.172600038421809e-5,1.1428371174997105e-5
t6678,1.1456467736461821e-5,9.326280830082945e-6,1.2468800396729404e-5,3.181049445289059e-5,1.1456467736461821e-5
t6679,1.1488716933489618e-5,9.516517198456085e-6,1.2873934377329119e-5,3.191758394227066e-5,1.1488716933489618e-5
t6680,1.14468528591598e-5,9.62501719076154e-6,1.3189850452105698e-5,3.180060135246732e-5,1.14468528591598e-5
t6681,1.1103596077417599e-5,9.676038323677265e-6,1.3392462704033666e-5,3.069650249232848e-5,1.1103596077417599e-5
t6682,1.1027059230659161e-5,9.520785005117815e-6,1.2761652548417328e-5,2.861681344069355e-5,1.1027059230659161e-5
t6683,1.0876688722856837e-5,9.471305403058931e-6,1.2732057973549953e-5,2.717844476225674e-5,1.0876688722856837e-5
t6684,1.0935154812057704e-5,9.513764133247771e-6,1.2901020577104181e-5,2.727072967875141e-5,1.0935154812057704e-5
t6685,1.103953395988138e-5,9.51280686853206e-6,1.2887402006338036e-5,2.7292719853956106e-5,1.103953395988138e-5
t6686,1.0713226732235348e-5,9.350195267347444e-6,1.27425385431847e-5,2.477898058237267e-5,1.0713226732235348e-5
t6687,1.0948989289255402e-5,9.44586716296182e-6,1.2933265552631235e-5,2.618043588543835e-5,1.0948989289255402e-5
t6688,1.1260238202188459e-5,9.667486332567758e-6,1.3378236465235682e-5,2.970447313133366e-5,1.1260238202188459e-5
t6689,1.13599963359428e-5,9.82537323505418e-6,1.3813291587105572e-5,3.216159021645119e-5,1.13599963359428e-5
t6690,1.1336293518718492e-5,9.856978180732862e-6,1.3948640344973013e-5,3.229117380557336e-5,1.1336293518718492e-5
t6691,1.1076980525752272e-5,9.83462555614563e-6,1.383445914622366e-5,3.1908346512949085e-5,1.1076980525752272e-5
t6692,1.11143133106956e-5,9.834968137327042e-6,1.3844557554999376e-5,3.200084979130562e-5,1.11143133106956e-5
t6693,1.1245584329960882e-5,9.819181424974084e-6,1.3786031285730154e-5,3.2163270975332806e-5,1.1245584329960882e-5
t6694,1.1627800678469839e-5,9.904149225007383e-6,1.3753338238371885e-5,3.5555351785759215e-5,1.1627800678469839e-5
t6695,1.1708033530661243e-5,9.74581655843392e-6,1.3399023350870091e-5,3.451409318372255e-5,1.1708033530661243e-5
t6696,1.1225120886017335e-5,9.321425795791174e-6,1.2409273421203719e-5,3.006148174241894e-5,1.1225120886017335e-5
t6697,1.1335027926294072e-5,9.061847857430243e-6,1.2079243257438333e-5,3.0167436741150705e-5,1.1335027926294072e-5
t6698,1.1290225140703988e-5,8.802268194939086e-6,1.1712903408803588e-5,2.8835093802722836e-5,1.1290225140703988e-5
t6699,1.1299996225184233e-5,8.695643184268671e-6,1.1604783504303572e-5,2.8843255076340192e-5,1.1299996225184233e-5
t6700,1.1340304984624e-5,8.669237356486919e-6,1.1581308933871348e-5,2.887863734122364e-5,1.1340304984624e-5
t6701,1.1265961746643136e-5,8.71786657545745e-6,1.1732713672567583e-5,3.0058476665877856e-5,1.1265961746643136e-5
t6702,1.1307905345950606e-5,8.85257392086884e-6,1.1857359229189591e-5,3.0136608685281334e-5,1.1307905345950606e-5
t6703,1.1384095489161198e-5,9.12676202404131e-6,1.2204634109209924e-5,3.135307969340992e-5,1.1384095489161198e-5
t6704,1.128734247559199e-5,9.345659071091369e-6,1.2428934940988043e-5,3.040083487303232e-5,1.128734247559199e-5
t6705,1.1523502124850676e-5,9.62457778577496e-6,1.3040785708944886e-5,3.3805739029290664e-5,1.1523502124850676e-5
t6706,1.1271571882989169e-5,9.660417998695158e-6,1.3019723808191828e-5,3.333805953469332e-5,1.1271571882989169e-5
t6707,1.1322286373679593e-5,9.687139553726211e-6,1.3095305120159735e-5,3.299878595338535e-5,1.1322286373679593e-5
t6708,1.1163578153402404e-5,9.731018568811775e-6,1.3585710681343813e-5,3.139925673282778e-5,1.1163578153402404e-5
t6709,1.1282223929059707e-5,9.753420071408635e-6,1.3635178725622895e-5,3.1867536374987115e-5,1.1282223929059707e-5
t6710,1.1403918956713721e-5,9.720298601726605e-6,1.3521304550479089e-5,3.1692848642465086e-5,1.1403918956713721e-5
t6711,1.1191941891423538e-5,9.68143677581893e-6,1.3387464522663074e-5,3.1704291954365055e-5,1.1191941891423538e-5
t6712,1.1160918553585306e-5,9.648080065380446e-6,1.3269218184936541e-5,3.154543551007788e-5,1.1160918553585306e-5
t6713,1.115686495381567e-5,9.71123832936267e-6,1.3423633979377981e-5,3.2491240813413696e-5,1.115686495381567e-5
t6714,1.118507011628209e-5,9.73429274892558e-6,1.351450174870884e-5,3.239614484230481e-5,1.118507011628209e-5
t6715,1.1405131678985485e-5,1.0016938025745134e-5,1.4252764692455072e-5,3.7210555636949365e-5,1.1405131678985485e-5
t6716,1.108945790345966e-5,9.9978704661749e-6,1.4192939361076884e-5,3.714144664184619e-5,1.108945790345966e-5
t6717,1.1022195339571628e-5,9.717137338954896e-6,1.3466938903124078e-5,3.223299136879311e-5,1.1022195339571628e-5
t6718,1.1218615940112336e-5,9.645123610555253e-6,1.328055014553335e-5,3.2374942750064855e-5,1.1218615940112336e-5
t6719,1.1467447023065695e-5,9.579520631863785e-6,1.3152333543639416e-5,3.2980953289292434e-5,1.1467447023065695e-5
t6720,1.1546057540961302e-5,9.362149135014794e-6,1.2616309197104883e-5,3.185659038918636e-5,1.1546057540961302e-5
t6721,1.1346633197571839e-5,9.128415312048559e-6,1.218816618238363e-5,3.1577835321987313e-5,1.1346633197571839e-5
t6722,1.1350254187762738e-5,8.959222008628278e-6,1.2008395363162598e-5,3.1519053411638706e-5,1.1350254187762738e-5
t6723,1.1336284628757017e-5,8.85626712805344e-6,1.1811999656755646e-5,3.038316244034913e-5,1.1336284628757017e-5
t6724,1.1398219619966952e-5,8.905577052150248e-6,1.1845874192466226e-5,3.047542580627081e-5,1.1398219619966952e-5
t6725,1.1433866503175302e-5,9.018972409106125e-6,1.1959550858907451e-5,3.05099388715311e-5,1.1433866503175302e-5
t6726,1.1176058885673807e-5,9.181194606557408e-6,1.2154023279454828e-5,3.0374667517963302e-5,1.1176058885673807e-5
t6727,1.1193335268112422e-5,9.510957112394848e-6,1.2944391081017676e-5,3.15920524971606e-5,1.1193335268112422e-5
t6728,1.1012683745725276e-5,9.627542144809299e-6,1.33610609001545e-5,3.067406008027471e-5,1.1012683745725276e-5
t6729,1.1159191599169838e-5,9.76495532643482e-6,1.3406471105329521e-5,3.264397438366605e-5,1.1159191599169838e-5
t6730,1.1125459955928511e-5,9.862051679387918e-6,1.3737370125095243e-5,3.3064667642723334e-5,1.1125459955928511e-5
t6731,1.0943005347630596e-5,9.841440884993133e-6,1.3581651215208346e-5,3.2775884918909326e-5,1.0943005347630596e-5
t6732,1.0981607222198515e-5,9.85673123180452e-6,1.3629358724757475e-5,3.280761004334929e-5,1.0981607222198515e-5
t6733,1.103147613630733e-5,9.848100983496457e-6,1.3609473529082017e-5,3.275141292214046e-5,1.103147613630733e-5
t6734,1.1113859819792242e-5,9.837926788155806e-6,1.3565357708056424e-5,3.2641280709565694e-5,1.1113859819792242e-5
t6735,1.1339859403926644e-5,9.902269349468898e-6,1.373331317605775e-5,3.382775128986849e-5,1.1339859403926644e-5
t6736,1.107191877260107e-5,9.80568533205273e-6,1.3942001853959057e-5,3.167966231289117e-5,1.107191877260107e-5
t6737,1.1145929052155604e-5,9.798575102698292e-6,1.3902772747566773e-5,3.173733011695891e-5,1.1145929052155604e-5
t6738,1.1140078697065903e-5,9.857485396295593e-6,1.4059370351184193e-5,3.265031181074366e-5,1.1140078697065903e-5
t6739,1.1377327341760624e-5,1.0199428962507424e-5,1.4973127819155817e-5,3.886753294107072e-5,1.1377327341760624e-5
t6740,1.14095909747229e-5,1.0184823762810878e-5,1.4894442129197528e-5,3.8736363572246836e-5,1.14095909747229e-5
t6741,1.0859968515642725e-5,9.838856029170107e-6,1.3899547451174991e-5,3.268938608585671e-5,1.0859968515642725e-5
t6742,1.0981059483330012e-5,9.723564318833231e-6,1.3477936541245187e-5,3.2282790646079884e-5,1.0981059483330012e-5
t6743,1.1139607737069273e-5,9.562001842528474e-6,1.3054404247455452e-5,3.2179977617611564e-5,1.1139607737069273e-5
t6744,1.1307001817369206e-5,9.362073715247695e-6,1.262204607375117e-5,3.172569406008784e-5,1.1307001817369206e-5
t6745,1.1470436028557055e-5,9.183471392113276e-6,1.2267165848759876e-5,3.173888225209197e-5,1.1470436028557055e-5
t6746,1.1249090495094779e-5,8.987401171725309e-6,1.207882448817262e-5,3.160333637566161e-5,1.1249090495094779e-5
t6747,1.1317994414290409e-5,8.913721733268814e-6,1.1984629171450808e-5,3.1366059677723386e-5,1.1317994414290409e-5
t6748,1.1408997045522507e-5,8.946360271730973e-6,1.2005547810096721e-5,3.139919674621838e-5,1.1408997045522507e-5
t6749,1.1493343427865264e-5,9.128782073166405e-6,1.2139715147776149e-5,3.118973962077904e-5,1.1493343427865264e-5
t6750,1.1476147764383169e-5,9.445062453244757e-6,1.2680493193217825e-5,3.130829935923503e-5,1.1476147764383169e-5
t6751,1.1292040568536985e-5,9.762544341303861e-6,1.3630502339727004e-5,3.2688834796383824e-5,1.1292040568536985e-5
t6752,1.1101799080548481e-5,9.72122137296317e-6,1.3654828998631147e-5,3.027247499056046e-5,1.1101799080548481e-5
t6753,1.1074704912993624e-5,9.794094189277608e-6,1.3888703336198115e-5,3.077706679650448e-5,1.1074704912993624e-5
t6754,1.0904701993791763e-5,9.572963055093281e-6,1.3020240920394019e-5,2.7922041868812428e-5,1.0904701993791763e-5
t6755,1.0865560011098925e-5,9.591693247903949e-6,1.3110374324605422e-5,2.7929666869398834e-5,1.0865560011098925e-5
t6756,1.0699665843838943e-5,9.546870300187367e-6,1.2867659202080423e-5,2.758188555178286e-5,1.0699665843838943e-5
t6757,1.0741520791238775e-5,9.532939374470335e-6,1.2803096245824384e-5,2.7576278709431193e-5,1.0741520791238775e-5
t6758,1.0880974292588697e-5,9.550093725212902e-6,1.2887137031321884e-5,2.7721363425359205e-5,1.0880974292588697e-5
t6759,1.071144274244444e-5,9.438201610694939e-6,1.3038062687529273e-5,2.5651099280033432e-5,1.071144274244444e-5
t6760,1.0911281328555765e-5,9.446655701005527e-6,1.3080935718874544e-5,2.576639670751428e-5,1.0911281328555765e-5
t6761,1.1042180984053282e-5,9.726250195808058e-6,1.3650991552545242e-5,2.9898714792359427e-5,1.1042180984053282e-5
t6762,1.1109182610652504e-5,9.898830062446987e-6,1.4172443670084242e-5,3.244999552160389e-5,1.1109182610652504e-5
t6763,1.1121675309593944e-5,9.951887905485457e-6,1.4402576717963323e-5,3.244140201571522e-5,1.1121675309593944e-5
t6764,1.1226503091993141e-5,9.96583161970472e-6,1.4467600559630069e-5,3.253280865803069e-5,1.1226503091993141e-5
t6765,1.1263783466754913e-5,9.867695400139206e-6,1.4165227151015817e-5,3.149923412702676e-5,1.1263783466754913e-5
t6766,1.1106430586240893e-5,9.756029879510136e-6,1.3685028968409608e-5,3.120591825925073e-5,1.1106430586240893e-5
t6767,1.1274391897679655e-5,9.665210259285924e-6,1.3318494086104968e-5,3.165230242032514e-5,1.1274391897679655e-5
t6768,1.1384262841240665e-5,9.482615579415951e-6,1.2829727403013713e-5,3.1504697647435144e-5,1.1384262841240665e-5
t6769,1.145187693050231e-5,9.336810826165592e-6,1.2445442461415646e-5,3.13240709575696e-5,1.145187693050231e-5
t6770,1.1513780274265945e-5,9.190075004876298e-6,1.2254927619853734e-5,3.130771701795978e-5,1.1513780274265945e-5
t6771,1.1279379622414836e-5,9.004304758032142e-6,1.210768345826867e-5,3.126764450385696e-5,1.1279379622414836e-5
t6772,1.1300704598041921e-5,8.989489735055724e-6,1.2092380292305153e-5,3.1272306918574934e-5,1.1300704598041921e-5
t6773,1.1362067172299961e-5,9.157845058416293e-6,1.2252009982364492e-5,3.143559316400503e-5,1.1362067172299961e-5
t6774,1.1347252519045687e-5,9.46196307183628e-6,1.2744249321448647e-5,3.1516520661365673e-5,1.1347252519045687e-5
t6775,1.1362647041875473e-5,9.812352482842595e-6,1.3822440029093997e-5,3.294532206585267e-5,1.1362647041875473e-5
t6776,1.1037813098934727e-5,9.848690118969439e-6,1.404281850339984e-5,3.1928993794365556e-5,1.1037813098934727e-5
t6777,1.0849539483715866e-5,9.577920879260111e-6,1.3024277823405702e-5,2.8168420161217493e-5,1.0849539483715866e-5
t6778,1.1219069164957008e-5,9.971164696416398e-6,1.3957780102282246e-5,3.3852328684600994e-5,1.1219069164957008e-5
t6779,1.1277265088289128e-5,9.999706997713895e-6,1.4054521027608361e-5,3.400211944233854e-5,1.1277265088289128e-5
t6780,1.1341988936099664e-5,9.958151012650691e-6,1.4057042651704911e-5,3.3032084869756986e-5,1.1341988936099664e-5
t6781,1.1075897068497713e-5,9.918162777984479e-6,1.4394532843011692e-5,3.158652830778497e-5,1.1075897068497713e-5
t6782,1.1208307810785407e-5,9.91242596570535e-6,1.4378097921110433e-5,3.1569464860207235e-5,1.1208307810785407e-5
t6783,1.1309194784373467e-5,9.907330637747748e-6,1.4341949609048942e-5,3.156922545567686e-5,1.1309194784373467e-5
t6784,1.1311446843106291e-5,9.900477222034185e-6,1.4304977153604227e-5,3.161699508608899e-5,1.1311446843106291e-5
t6785,1.1341679365254547e-5,9.95284284679096e-6,1.4421756712605562e-5,3.2569007843750544e-5,1.1341679365254547e-5
t6786,1.164854788925967e-5,1.0581577462152517e-5,1.6019061054131975e-5,4.761477650928386e-5,1.164854788925967e-5
t6787,1.11658224870029e-5,1.0004069274419821e-5,1.4658214976135894e-5,3.238290454090156e-5,1.11658224870029e-5
t6788,1.127655878414831e-5,9.964113295768314e-6,1.4621664343674605e-5,3.148739965089659e-5,1.127655878414831e-5
t6789,1.1361621180857672e-5,9.933117332714553e-6,1.447009960102161e-5,3.15843981150037e-5,1.1361621180857672e-5
t6790,1.1333002331114046e-5,9.851767474362062e-6,1.4106499071239184e-5,3.155755757482843e-5,1.1333002331114046e-5
t6791,1.1091322767804967e-5,9.677464704884191e-6,1.335273787462049e-5,3.1101413596830374e-5,1.1091322767804967e-5
t6792,1.133578140187881e-5,9.552657444441664e-6,1.2922250966766067e-5,3.2894327130445244e-5,1.133578140187881e-5
t6793,1.129618137175394e-5,9.426253593987975e-6,1.2903803209978478e-5,3.333594301552351e-5,1.129618137175394e-5
t6794,1.1217339324937904e-5,9.268000178421751e-6,1.265733210057096e-5,3.21031657353842e-5,1.1217339324937904e-5
t6795,1.1254900988886632e-5,9.219813371680122e-6,1.263461641910941e-5,3.2199449645475084e-5,1.1254900988886632e-5
t6796,1.1074555205948139e-5,8.994324569901751e-6,1.244192378437998e-5,3.1677148629073426e-5,1.1074555205948139e-5
t6797,1.105340454173505e-5,9.079130629743776e-6,1.2489770786268142e-5,3.1614630750672415e-5,1.105340454173505e-5
t6798,1.1110077786661337e-5,9.469070271540177e-6,1.2933074613841127e-5,3.2879472870201635e-5,1.1110077786661337e-5
t6799,1.1040497507441037e-5,9.749671676998616e-6,1.339772769999048e-5,3.238556116416818e-5,1.1040497507441037e-5
t6800,1.07151754264777e-5,9.513514516074613e-6,1.2988388294119954e-5,2.6890101018479645e-5,1.07151754264777e-5
t6801,1.0596939614029335e-5,9.501826548713827e-6,1.2835119204307271e-5,2.661495584722112e-5,1.0596939614029335e-5
t6802,1.0688507692304404e-5,9.526829164271936e-6,1.2916225230038025e-5,2.6732700293825662e-5,1.0688507692304404e-5
t6803,1.0759753573514084e-5,9.544866816847745e-6,1.2997844158388698e-5,2.6851518018635695e-5,1.0759753573514084e-5
t6804,1.0785955831175855e-5,9.551072770251654e-6,1.3031975096128807e-5,2.6921711453586438e-5,1.0785955831175855e-5
t6805,1.0805656950164066e-5,9.540593308005702e-6,1.2956367738754447e-5,2.694471554196987e-5,1.0805656950164066e-5
t6806,1.0782436244380363e-5,9.594370541328903e-6,1.2899013661360449e-5,2.802736252581432e-5,1.0782436244380363e-5
t6807,1.08158076455412e-5,9.570871059013566e-6,1.2883988958561268e-5,2.788455294906982e-5,1.08158076455412e-5
t6808,1.1236806404535304e-5,9.884410469183119e-6,1.3613568713298744e-5,3.2853058324116145e-5,1.1236806404535304e-5
t6809,1.1069042161935984e-5,9.803605738056862e-6,1.4000470666687876e-5,3.0124159663038834e-5,1.1069042161935984e-5
t6810,1.1246250066402608e-5,9.938546312875669e-6,1.4319319632527444e-5,3.245855977152798e-5,1.1246250066402608e-5
t6811,1.112588353267597e-5,1.0229783233227368e-5,1.5031602052751109e-5,3.7825753027326114e-5,1.112588353267597e-5
t6812,1.1254952167987655e-5,1.0263991307132804e-5,1.5179828543751496e-5,3.792466256437466e-5,1.1254952167987655e-5
t6813,1.1214314982082922e-5,9.966485980160217e-6,1.4382494620414915e-5,3.230480378409205e-5,1.1214314982082922e-5
t6814,1.1369398509625966e-5,9.88399512813334e-6,1.4071971534572945e-5,3.206512717978264e-5,1.1369398509625966e-5
t6815,1.1420092223605713e-5,9.789612021722024e-6,1.3696245675976083e-5,3.2084766267647126e-5,1.1420092223605713e-5
t6816,1.123761904745983e-5,9.588311932977326e-6,1.3025927118638468e-5,3.135018343057282e-5,1.123761904745983e-5
t6817,1.1250856440335269e-5,9.431438831255986e-6,1.256045398858852e-5,3.1352032785976734e-5,1.1250856440335269e-5
